experiment,estimator,seed,response_noise,n_queries_per_task,mae
noise_x_queries,nq=3,18,2.0,3,1.491734826084796
noise_x_queries,nq=3,19,2.0,3,1.355744959465392
noise_x_queries,nq=3,20,2.0,3,1.2850194947357958
noise_x_queries,nq=3,21,2.0,3,1.3407023671175458
noise_x_queries,nq=3,22,2.0,3,1.3820544632955551
noise_x_queries,nq=3,23,2.0,3,1.2874425418474122
noise_x_queries,nq=3,24,2.0,3,1.3110029689350131
noise_x_queries,nq=3,25,2.0,3,1.3572663760469412
noise_x_queries,nq=3,26,2.0,3,1.300628277371936
noise_x_queries,nq=3,27,2.0,3,1.1936728186398462
noise_x_queries,nq=3,28,2.0,3,1.2203978382591438
noise_x_queries,nq=3,29,2.0,3,1.20222575117141
noise_x_queries,nq=3,30,2.0,3,1.320555373743354
noise_x_queries,nq=3,31,2.0,3,1.403818117227964
noise_x_queries,nq=3,32,2.0,3,1.1929974713026439
noise_x_queries,nq=3,33,2.0,3,1.3101651613773089
noise_x_queries,nq=3,34,2.0,3,1.359610397890029
noise_x_queries,nq=3,35,2.0,3,1.2227311480126684
noise_x_queries,nq=3,36,2.0,3,1.0996501547039699
noise_x_queries,nq=3,37,2.0,3,1.1603972226229093
noise_x_queries,nq=3,38,2.0,3,1.1411215524954719
noise_x_queries,nq=3,39,2.0,3,1.2797899350752522
noise_x_queries,nq=3,40,2.0,3,1.3485965795322048
noise_x_queries,nq=3,41,2.0,3,1.4694102677960839
noise_x_queries,nq=3,42,2.0,3,1.2997489133200686
noise_x_queries,nq=3,43,2.0,3,1.2665525574185557
noise_x_queries,nq=3,44,2.0,3,1.2686685690854294
noise_x_queries,nq=3,45,2.0,3,1.5248308649752411
noise_x_queries,nq=3,46,2.0,3,1.2399489019687178
noise_x_queries,nq=3,47,2.0,3,1.1381509964949716
noise_x_queries,nq=3,48,2.0,3,1.3127030646501356
noise_x_queries,nq=3,49,2.0,3,1.2553813081867033
noise_x_queries,nq=10,0,2.0,10,1.1310480054162182
noise_x_queries,nq=10,1,2.0,10,1.2650498035309456
noise_x_queries,nq=10,2,2.0,10,1.035351349826972
noise_x_queries,nq=10,3,2.0,10,1.0979358753861916
noise_x_queries,nq=10,4,2.0,10,1.1345356690023496
noise_x_queries,nq=10,5,2.0,10,1.2201557032920214
noise_x_queries,nq=10,6,2.0,10,1.0478193550471522
noise_x_queries,nq=10,7,2.0,10,0.9049644424323882
noise_x_queries,nq=10,8,2.0,10,1.2303266061268952
noise_x_queries,nq=10,9,2.0,10,1.2256643091320034
noise_x_queries,nq=10,10,2.0,10,1.1563495785827125
noise_x_queries,nq=10,11,2.0,10,1.1100505582143885
noise_x_queries,nq=10,12,2.0,10,1.1643438951954255
noise_x_queries,nq=10,13,2.0,10,1.326582137277703
noise_x_queries,nq=10,14,2.0,10,1.1919774432019365
noise_x_queries,nq=10,15,2.0,10,1.1282894704892577
noise_x_queries,nq=10,16,2.0,10,1.0519041864442493
noise_x_queries,nq=10,17,2.0,10,1.107148699008711
noise_x_queries,nq=10,18,2.0,10,1.3900666978964191
noise_x_queries,nq=10,19,2.0,10,1.2122122201974552
noise_x_queries,nq=10,20,2.0,10,1.214574150032091
noise_x_queries,nq=10,21,2.0,10,1.2381458201009943
noise_x_queries,nq=10,22,2.0,10,1.2471861165150937
noise_x_queries,nq=10,23,2.0,10,1.122774924480865
noise_x_queries,nq=10,24,2.0,10,1.2147625575683259
noise_x_queries,nq=10,25,2.0,10,1.2866508463998956
noise_x_queries,nq=10,26,2.0,10,1.2120319621208395
noise_x_queries,nq=10,27,2.0,10,1.077162247115619
noise_x_queries,nq=10,28,2.0,10,1.0700461966949095
noise_x_queries,nq=10,29,2.0,10,1.1216906033183855
noise_x_queries,nq=10,30,2.0,10,1.2003218785241254
noise_x_queries,nq=10,31,2.0,10,1.2628934970069496
noise_x_queries,nq=10,32,2.0,10,1.0590329554927351
noise_x_queries,nq=10,33,2.0,10,1.1975051995471442
noise_x_queries,nq=10,34,2.0,10,1.243972248776375
noise_x_queries,nq=10,35,2.0,10,1.1659865472717332
noise_x_queries,nq=10,36,2.0,10,0.9531259134880242
noise_x_queries,nq=10,37,2.0,10,1.0685954309487486
noise_x_queries,nq=10,38,2.0,10,1.0158233164093915
noise_x_queries,nq=10,39,2.0,10,1.1769081124159815
noise_x_queries,nq=10,40,2.0,10,1.2249165542767482
noise_x_queries,nq=10,41,2.0,10,1.318528632368621
noise_x_queries,nq=10,42,2.0,10,1.22886155870622
noise_x_queries,nq=10,43,2.0,10,1.101045327408249
noise_x_queries,nq=10,44,2.0,10,1.1723903414875607
noise_x_queries,nq=10,45,2.0,10,1.4690249510276727
noise_x_queries,nq=10,46,2.0,10,1.1768952343407941
noise_x_queries,nq=10,47,2.0,10,1.057872063095843
noise_x_queries,nq=10,48,2.0,10,1.2192581709803711
noise_x_queries,nq=10,49,2.0,10,1.1068226023357672
noise_x_queries,nq=50,0,2.0,50,1.061475340684006
noise_x_queries,nq=50,1,2.0,50,1.2192213973836175
noise_x_queries,nq=50,2,2.0,50,1.0005884741582511
noise_x_queries,nq=50,3,2.0,50,1.0576857581296595
noise_x_queries,nq=50,4,2.0,50,1.1066617468318782
noise_x_queries,nq=50,5,2.0,50,1.1581598170506462
noise_x_queries,nq=50,6,2.0,50,1.017344181631767
noise_x_queries,nq=50,7,2.0,50,0.8901338119655063
noise_x_queries,nq=50,8,2.0,50,1.174419076297628
noise_x_queries,nq=50,9,2.0,50,1.1356596102456684
noise_x_queries,nq=50,10,2.0,50,1.090935211086659
noise_x_queries,nq=50,11,2.0,50,1.088094370940052
noise_x_queries,nq=50,12,2.0,50,1.1348958834575378
noise_x_queries,nq=50,13,2.0,50,1.2518042846535624
noise_x_queries,nq=50,14,2.0,50,1.1524997424010504
noise_x_queries,nq=50,15,2.0,50,1.0563967521101787
noise_x_queries,nq=50,16,2.0,50,1.003980351000551
noise_x_queries,nq=50,17,2.0,50,1.0378121700305714
noise_x_queries,nq=50,18,2.0,50,1.3673077778225666
noise_x_queries,nq=50,19,2.0,50,1.1868056881755358
noise_x_queries,nq=50,20,2.0,50,1.1452544716427364
noise_x_queries,nq=50,21,2.0,50,1.2104016715369565
noise_x_queries,nq=50,22,2.0,50,1.257101113311015
noise_x_queries,nq=50,23,2.0,50,1.065508294413019
noise_x_queries,nq=50,24,2.0,50,1.130212888398468
noise_x_queries,nq=50,25,2.0,50,1.2080014979730505
noise_x_queries,nq=50,26,2.0,50,1.172691480811885
noise_x_queries,nq=50,27,2.0,50,1.0259408789610889
noise_x_queries,nq=50,28,2.0,50,1.0071095624865376
noise_x_queries,nq=50,29,2.0,50,1.0705729350054296
noise_x_queries,nq=50,30,2.0,50,1.146306466964782
noise_x_queries,nq=50,31,2.0,50,1.1997278877747493
noise_x_queries,nq=50,32,2.0,50,0.98712669554586
noise_x_queries,nq=50,33,2.0,50,1.145538572586154
noise_x_queries,nq=50,34,2.0,50,1.1970501535900546
noise_x_queries,nq=50,35,2.0,50,1.0875989036300857
noise_x_queries,nq=50,36,2.0,50,0.9236258592969421
noise_x_queries,nq=50,37,2.0,50,1.0668675896093862
noise_x_queries,nq=50,38,2.0,50,0.9701373819275688
noise_x_queries,nq=50,39,2.0,50,1.1537570867089193
noise_x_queries,nq=50,40,2.0,50,1.1714106100532837
noise_x_queries,nq=50,41,2.0,50,1.2666946352289403
noise_x_queries,nq=50,42,2.0,50,1.1602524021548632
noise_x_queries,nq=50,43,2.0,50,1.065090568701147
noise_x_queries,nq=50,44,2.0,50,1.1297186325137096
noise_x_queries,nq=50,45,2.0,50,1.3998039900441248
noise_x_queries,nq=50,46,2.0,50,1.1104955460286021
noise_x_queries,nq=50,47,2.0,50,0.9887542670823306
noise_x_queries,nq=50,48,2.0,50,1.1677189310916134
noise_x_queries,nq=50,49,2.0,50,1.065040861040393
noise_x_queries,nq=3,0,5.0,3,1.4939902047575084
noise_x_queries,nq=3,1,5.0,3,1.6052602583611217
noise_x_queries,nq=3,2,5.0,3,1.4549486876810018
noise_x_queries,nq=3,3,5.0,3,1.550793607881201
noise_x_queries,nq=3,4,5.0,3,1.5287680304305689
noise_x_queries,nq=3,5,5.0,3,1.6261365366808136
noise_x_queries,nq=3,6,5.0,3,1.446998533568987
noise_x_queries,nq=3,7,5.0,3,1.2393021589568596
noise_x_queries,nq=3,8,5.0,3,1.526540782648045
noise_x_queries,nq=3,9,5.0,3,1.602907954503096
noise_x_queries,nq=3,10,5.0,3,1.552486184250662
noise_x_queries,nq=3,11,5.0,3,1.5408048899006186
noise_x_queries,nq=3,12,5.0,3,1.624421748427241
noise_x_queries,nq=3,13,5.0,3,1.6595994387949924
noise_x_queries,nq=3,14,5.0,3,1.6599287292939588
noise_x_queries,nq=3,15,5.0,3,1.5372757148193499
noise_x_queries,nq=3,16,5.0,3,1.3869629442849063
noise_x_queries,nq=3,17,5.0,3,1.4850224185542675
noise_x_queries,nq=3,18,5.0,3,1.8485236949068553
noise_x_queries,nq=3,19,5.0,3,1.6785213975035738
noise_x_queries,nq=3,20,5.0,3,1.5993889622664255
noise_x_queries,nq=3,21,5.0,3,1.595747847988316
noise_x_queries,nq=3,22,5.0,3,1.6731960442654175
noise_x_queries,nq=3,23,5.0,3,1.5932300931079868
noise_x_queries,nq=3,24,5.0,3,1.6511771180867012
noise_x_queries,nq=3,25,5.0,3,1.6049891967057939
noise_x_queries,nq=3,26,5.0,3,1.553214272348572
noise_x_queries,nq=3,27,5.0,3,1.4746451938792586
noise_x_queries,nq=3,28,5.0,3,1.5280255267619696
noise_x_queries,nq=3,29,5.0,3,1.4706280246178665
noise_x_queries,nq=3,30,5.0,3,1.5748029917547566
noise_x_queries,nq=3,31,5.0,3,1.76178886365284
noise_x_queries,nq=3,32,5.0,3,1.4598443390789313
noise_x_queries,nq=3,33,5.0,3,1.62765784839988
noise_x_queries,nq=3,34,5.0,3,1.6471724528851321
noise_x_queries,nq=3,35,5.0,3,1.477908154728105
noise_x_queries,nq=3,36,5.0,3,1.4159583853842872
noise_x_queries,nq=3,37,5.0,3,1.4422847479968433
noise_x_queries,nq=3,38,5.0,3,1.3943211177172279
noise_x_queries,nq=3,39,5.0,3,1.599331866074866
noise_x_queries,nq=3,40,5.0,3,1.6872773722334653
noise_x_queries,nq=3,41,5.0,3,1.7864920069471788
noise_x_queries,nq=3,42,5.0,3,1.6507982287383887
noise_x_queries,nq=3,43,5.0,3,1.6088608717904362
noise_x_queries,nq=3,44,5.0,3,1.5481471545047347
noise_x_queries,nq=3,45,5.0,3,1.7851289796246628
noise_x_queries,nq=3,46,5.0,3,1.4830487862031234
noise_x_queries,nq=3,47,5.0,3,1.4074645957390963
noise_x_queries,nq=3,48,5.0,3,1.6153770152740146
noise_x_queries,nq=3,49,5.0,3,1.637130185643938
noise_x_queries,nq=10,0,5.0,10,1.2918830161441552
noise_x_queries,nq=10,1,5.0,10,1.4348954825719444
noise_x_queries,nq=10,2,5.0,10,1.2015215759641555
noise_x_queries,nq=10,3,5.0,10,1.329998320167222
noise_x_queries,nq=10,4,5.0,10,1.3406106704012626
noise_x_queries,nq=10,5,5.0,10,1.453379380494315
noise_x_queries,nq=10,6,5.0,10,1.2240960203669575
noise_x_queries,nq=10,7,5.0,10,1.061068184543131
noise_x_queries,nq=10,8,5.0,10,1.419973952570304
noise_x_queries,nq=10,9,5.0,10,1.432968369506571
noise_x_queries,nq=10,10,5.0,10,1.3981885526078481
noise_x_queries,nq=10,11,5.0,10,1.3158912124493727
noise_x_queries,nq=10,12,5.0,10,1.3466358600640171
noise_x_queries,nq=10,13,5.0,10,1.5364206566878085
noise_x_queries,nq=10,14,5.0,10,1.4135714966456951
noise_x_queries,nq=10,15,5.0,10,1.30748633088968
noise_x_queries,nq=10,16,5.0,10,1.2340094920486067
noise_x_queries,nq=10,17,5.0,10,1.3290855828528614
noise_x_queries,nq=10,18,5.0,10,1.577828909574557
noise_x_queries,nq=10,19,5.0,10,1.3955455008639936
noise_x_queries,nq=10,20,5.0,10,1.3944998065257224
noise_x_queries,nq=10,21,5.0,10,1.4277483133402553
noise_x_queries,nq=10,22,5.0,10,1.478557788823073
noise_x_queries,nq=10,23,5.0,10,1.319360342030858
noise_x_queries,nq=10,24,5.0,10,1.4385665762909259
noise_x_queries,nq=10,25,5.0,10,1.4452991424101218
noise_x_queries,nq=10,26,5.0,10,1.3792972706931141
noise_x_queries,nq=10,27,5.0,10,1.232531048962358
noise_x_queries,nq=10,28,5.0,10,1.2861917002019565
noise_x_queries,nq=10,29,5.0,10,1.2966274033748528
noise_x_queries,nq=10,30,5.0,10,1.3932496257726699
noise_x_queries,nq=10,31,5.0,10,1.5181952982718312
noise_x_queries,nq=10,32,5.0,10,1.2597077958236635
noise_x_queries,nq=10,33,5.0,10,1.4189266897309727
noise_x_queries,nq=10,34,5.0,10,1.4119591685169275
noise_x_queries,nq=10,35,5.0,10,1.3544272379163267
noise_x_queries,nq=10,36,5.0,10,1.169832290098806
noise_x_queries,nq=10,37,5.0,10,1.227011251827937
noise_x_queries,nq=10,38,5.0,10,1.2287139329369858
noise_x_queries,nq=10,39,5.0,10,1.3799540890456032
noise_x_queries,nq=10,40,5.0,10,1.4519044046293617
noise_x_queries,nq=10,41,5.0,10,1.5502980185786892
noise_x_queries,nq=10,42,5.0,10,1.473729840096201
noise_x_queries,nq=10,43,5.0,10,1.2931471414659332
noise_x_queries,nq=10,44,5.0,10,1.3669404675102121
noise_x_queries,nq=10,45,5.0,10,1.617192011367241
noise_x_queries,nq=10,46,5.0,10,1.34860593072768
noise_x_queries,nq=10,47,5.0,10,1.2347030075819567
noise_x_queries,nq=10,48,5.0,10,1.4354510609150297
noise_x_queries,nq=10,49,5.0,10,1.3797625101942657
noise_x_queries,nq=50,0,5.0,50,1.1428748304775498
noise_x_queries,nq=50,1,5.0,50,1.2884337225673075
noise_x_queries,nq=50,2,5.0,50,1.0539768811303927
noise_x_queries,nq=50,3,5.0,50,1.1342246828413693
noise_x_queries,nq=50,4,5.0,50,1.1495255956746466
noise_x_queries,nq=50,5,5.0,50,1.226718887388633
noise_x_queries,nq=50,6,5.0,50,1.076489382497416
noise_x_queries,nq=50,7,5.0,50,0.9398433757437972
noise_x_queries,nq=50,8,5.0,50,1.2359178712891858
noise_x_queries,nq=50,9,5.0,50,1.1944796880595596
noise_x_queries,nq=50,10,5.0,50,1.1614963004315277
noise_x_queries,nq=50,11,5.0,50,1.17177047128563
noise_x_queries,nq=50,12,5.0,50,1.1944325950205485
noise_x_queries,nq=50,13,5.0,50,1.3033562726365122
noise_x_queries,nq=50,14,5.0,50,1.2520145086278485
noise_x_queries,nq=50,15,5.0,50,1.1172034452664161
noise_x_queries,nq=50,16,5.0,50,1.0282354140116108
noise_x_queries,nq=50,17,5.0,50,1.0879967471410623
noise_x_queries,nq=50,18,5.0,50,1.4274270855660882
noise_x_queries,nq=50,19,5.0,50,1.2592330468078712
noise_x_queries,nq=50,20,5.0,50,1.2034726055904872
noise_x_queries,nq=50,21,5.0,50,1.2846885861958028
noise_x_queries,nq=50,22,5.0,50,1.3268094808705815
noise_x_queries,nq=50,23,5.0,50,1.145862690321172
noise_x_queries,nq=50,24,5.0,50,1.1985244797418277
noise_x_queries,nq=50,25,5.0,50,1.2643301316487008
noise_x_queries,nq=50,26,5.0,50,1.2265308499086012
noise_x_queries,nq=50,27,5.0,50,1.1056632753124538
noise_x_queries,nq=50,28,5.0,50,1.079898646724954
noise_x_queries,nq=50,29,5.0,50,1.1399822405611901
noise_x_queries,nq=50,30,5.0,50,1.2276834381696569
noise_x_queries,nq=50,31,5.0,50,1.2546266656209033
noise_x_queries,nq=50,32,5.0,50,1.048432220004629
noise_x_queries,nq=50,33,5.0,50,1.2025759987619002
noise_x_queries,nq=50,34,5.0,50,1.2414891799571173
noise_x_queries,nq=50,35,5.0,50,1.135342250837405
noise_x_queries,nq=50,36,5.0,50,0.9813437887795146
noise_x_queries,nq=50,37,5.0,50,1.1120347295124848
noise_x_queries,nq=50,38,5.0,50,1.045493171871313
noise_x_queries,nq=50,39,5.0,50,1.20983198700571
noise_x_queries,nq=50,40,5.0,50,1.2407855182729055
noise_x_queries,nq=50,41,5.0,50,1.3430744486489503
noise_x_queries,nq=50,42,5.0,50,1.2552823866345153
noise_x_queries,nq=50,43,5.0,50,1.1232023091317394
noise_x_queries,nq=50,44,5.0,50,1.1834570311417238
noise_x_queries,nq=50,45,5.0,50,1.4265667082338547
noise_x_queries,nq=50,46,5.0,50,1.1457161592758218
noise_x_queries,nq=50,47,5.0,50,1.0308712258820236
noise_x_queries,nq=50,48,5.0,50,1.2160119532612113
noise_x_queries,nq=50,49,5.0,50,1.1143818933741008
noise_x_queries,nq=3,0,10.0,3,1.688220057124776
noise_x_queries,nq=3,1,10.0,3,1.7329288742510298
noise_x_queries,nq=3,2,10.0,3,1.6089678308107052
noise_x_queries,nq=3,3,10.0,3,1.719518500593609
noise_x_queries,nq=3,4,10.0,3,1.7178715436094205
noise_x_queries,nq=3,5,10.0,3,1.7926664142746698
noise_x_queries,nq=3,6,10.0,3,1.6349152260876296
noise_x_queries,nq=3,7,10.0,3,1.3802495460168804
noise_x_queries,nq=3,8,10.0,3,1.7148308675571688
noise_x_queries,nq=3,9,10.0,3,1.8224077483348136
noise_x_queries,nq=3,10,10.0,3,1.7346029471678288
noise_x_queries,nq=3,11,10.0,3,1.7275609364916509
noise_x_queries,nq=3,12,10.0,3,1.7948465979323442
noise_x_queries,nq=3,13,10.0,3,1.8571256944960828
noise_x_queries,nq=3,14,10.0,3,1.853481624985749
noise_x_queries,nq=3,15,10.0,3,1.730565951274708
noise_x_queries,nq=3,16,10.0,3,1.53710189537705
noise_x_queries,nq=3,17,10.0,3,1.666102684662146
noise_x_queries,nq=3,18,10.0,3,2.0383754329286545
noise_x_queries,nq=3,19,10.0,3,1.8250650392684162
noise_x_queries,nq=3,20,10.0,3,1.7666944729717222
noise_x_queries,nq=3,21,10.0,3,1.7419313844321378
noise_x_queries,nq=3,22,10.0,3,1.8893399143903606
noise_x_queries,nq=3,23,10.0,3,1.7447075254038633
noise_x_queries,nq=3,24,10.0,3,1.792833728625927
noise_x_queries,nq=3,25,10.0,3,1.7934604684027668
noise_x_queries,nq=3,26,10.0,3,1.742168536769895
noise_x_queries,nq=3,27,10.0,3,1.6233330646397284
noise_x_queries,nq=3,28,10.0,3,1.6990446845148595
noise_x_queries,nq=3,29,10.0,3,1.6340116714612718
noise_x_queries,nq=3,30,10.0,3,1.773458762095484
noise_x_queries,nq=3,31,10.0,3,1.943987373921388
noise_x_queries,nq=3,32,10.0,3,1.6128943119922885
noise_x_queries,nq=3,33,10.0,3,1.7812440957911633
noise_x_queries,nq=3,34,10.0,3,1.8032991614513316
noise_x_queries,nq=3,35,10.0,3,1.6957140556879973
noise_x_queries,nq=3,36,10.0,3,1.575527149311273
noise_x_queries,nq=3,37,10.0,3,1.5857516371040952
noise_x_queries,nq=3,38,10.0,3,1.5395526002868452
noise_x_queries,nq=3,39,10.0,3,1.754730562737021
noise_x_queries,nq=3,40,10.0,3,1.888873989976396
noise_x_queries,nq=3,41,10.0,3,2.003518716037261
noise_x_queries,nq=3,42,10.0,3,1.8091067074791172
noise_x_queries,nq=3,43,10.0,3,1.786478479245503
noise_x_queries,nq=3,44,10.0,3,1.7469677619118464
noise_x_queries,nq=3,45,10.0,3,1.9571294182261525
noise_x_queries,nq=3,46,10.0,3,1.6429461199074682
noise_x_queries,nq=3,47,10.0,3,1.5708220617387798
noise_x_queries,nq=3,48,10.0,3,1.7927885594475526
noise_x_queries,nq=3,49,10.0,3,1.801271652117122
noise_x_queries,nq=10,0,10.0,10,1.534055292069002
noise_x_queries,nq=10,1,10.0,10,1.6639995427319616
noise_x_queries,nq=10,2,10.0,10,1.4243741421467666
noise_x_queries,nq=10,3,10.0,10,1.5893089365097928
noise_x_queries,nq=10,4,10.0,10,1.5857175341631762
noise_x_queries,nq=10,5,10.0,10,1.704632921966141
noise_x_queries,nq=10,6,10.0,10,1.4978321387308169
noise_x_queries,nq=10,7,10.0,10,1.2182124813236606
noise_x_queries,nq=10,8,10.0,10,1.6447578130855514
noise_x_queries,nq=10,9,10.0,10,1.6615060886463686
noise_x_queries,nq=10,10,10.0,10,1.6366476217433232
noise_x_queries,nq=10,11,10.0,10,1.546636111514551
noise_x_queries,nq=10,12,10.0,10,1.5720068395522453
noise_x_queries,nq=10,13,10.0,10,1.833489027234417
noise_x_queries,nq=10,14,10.0,10,1.6594809582112822
noise_x_queries,nq=10,15,10.0,10,1.5299701153563818
noise_x_queries,nq=10,16,10.0,10,1.464673066637836
noise_x_queries,nq=10,17,10.0,10,1.5324193043530367
noise_x_queries,nq=10,18,10.0,10,1.8506913414827884
noise_x_queries,nq=10,19,10.0,10,1.6851908720745903
noise_x_queries,nq=10,20,10.0,10,1.654210116692299
noise_x_queries,nq=10,21,10.0,10,1.6467456476394213
noise_x_queries,nq=10,22,10.0,10,1.775031333637311
noise_x_queries,nq=10,23,10.0,10,1.6339334188304449
noise_x_queries,nq=10,24,10.0,10,1.6579860246709242
noise_x_queries,nq=10,25,10.0,10,1.6230886074222561
noise_x_queries,nq=10,26,10.0,10,1.5677105441884387
noise_x_queries,nq=10,27,10.0,10,1.4620675362869924
noise_x_queries,nq=10,28,10.0,10,1.5164543416019478
noise_x_queries,nq=10,29,10.0,10,1.5498949441858005
noise_x_queries,nq=10,30,10.0,10,1.6271824484293993
noise_x_queries,nq=10,31,10.0,10,1.7835760769112374
noise_x_queries,nq=10,32,10.0,10,1.4531470547481968
noise_x_queries,nq=10,33,10.0,10,1.6580403012205174
noise_x_queries,nq=10,34,10.0,10,1.6615678644492728
noise_x_queries,nq=10,35,10.0,10,1.570488336086444
noise_x_queries,nq=10,36,10.0,10,1.359133224021961
noise_x_queries,nq=10,37,10.0,10,1.4780131431140502
noise_x_queries,nq=10,38,10.0,10,1.4308295021413333
noise_x_queries,nq=10,39,10.0,10,1.6798302794908888
noise_x_queries,nq=10,40,10.0,10,1.6992935286221096
noise_x_queries,nq=10,41,10.0,10,1.802999625041664
noise_x_queries,nq=10,42,10.0,10,1.727665577821151
noise_x_queries,nq=10,43,10.0,10,1.535783317509491
noise_x_queries,nq=10,44,10.0,10,1.622707867993652
noise_x_queries,nq=10,45,10.0,10,1.7901295941722355
noise_x_queries,nq=10,46,10.0,10,1.5661921250044764
noise_x_queries,nq=10,47,10.0,10,1.436441379903722
noise_x_queries,nq=10,48,10.0,10,1.685163480613168
noise_x_queries,nq=10,49,10.0,10,1.6145727521395055
noise_x_queries,nq=50,0,10.0,50,1.292350188337038
noise_x_queries,nq=50,1,10.0,50,1.4508868978869522
noise_x_queries,nq=50,2,10.0,50,1.2150795279708333
noise_x_queries,nq=50,3,10.0,50,1.3301877894705139
noise_x_queries,nq=50,4,10.0,50,1.2988449536338231
noise_x_queries,nq=50,5,10.0,50,1.4500062119932127
noise_x_queries,nq=50,6,10.0,50,1.2596877782126608
noise_x_queries,nq=50,7,10.0,50,1.0902535632485546
noise_x_queries,nq=50,8,10.0,50,1.3703271666213233
noise_x_queries,nq=50,9,10.0,50,1.3870806509617448
noise_x_queries,nq=50,10,10.0,50,1.345387644700992
noise_x_queries,nq=50,11,10.0,50,1.328622743342022
noise_x_queries,nq=50,12,10.0,50,1.3685361000313963
noise_x_queries,nq=50,13,10.0,50,1.5083437662118724
noise_x_queries,nq=50,14,10.0,50,1.5229805622299206
noise_x_queries,nq=50,15,10.0,50,1.2875970862215456
noise_x_queries,nq=50,16,10.0,50,1.2082164919796574
noise_x_queries,nq=50,17,10.0,50,1.2583069915556822
noise_x_queries,nq=50,18,10.0,50,1.6136593483603805
noise_x_queries,nq=50,19,10.0,50,1.3929208958125845
noise_x_queries,nq=50,20,10.0,50,1.3477830427455937
noise_x_queries,nq=50,21,10.0,50,1.470310356007758
noise_x_queries,nq=50,22,10.0,50,1.522197535546871
noise_x_queries,nq=50,23,10.0,50,1.3135688651694044
noise_x_queries,nq=50,24,10.0,50,1.3600775393412452
noise_x_queries,nq=50,25,10.0,50,1.4175986934806823
noise_x_queries,nq=50,26,10.0,50,1.3810894840431298
noise_x_queries,nq=50,27,10.0,50,1.246651558393443
noise_x_queries,nq=50,28,10.0,50,1.242425393620955
noise_x_queries,nq=50,29,10.0,50,1.2856336091986604
noise_x_queries,nq=50,30,10.0,50,1.3759848882231156
noise_x_queries,nq=50,31,10.0,50,1.432780510796443
noise_x_queries,nq=50,32,10.0,50,1.2039455576376792
noise_x_queries,nq=50,33,10.0,50,1.3989201677611585
noise_x_queries,nq=50,34,10.0,50,1.4009804924735718
noise_x_queries,nq=50,35,10.0,50,1.3169427595883554
noise_x_queries,nq=50,36,10.0,50,1.1920599337417404
noise_x_queries,nq=50,37,10.0,50,1.2364473291411429
noise_x_queries,nq=50,38,10.0,50,1.203784558446518
noise_x_queries,nq=50,39,10.0,50,1.4269131630395244
noise_x_queries,nq=50,40,10.0,50,1.3728005283190057
noise_x_queries,nq=50,41,10.0,50,1.5551051617039198
noise_x_queries,nq=50,42,10.0,50,1.4043710083129017
noise_x_queries,nq=50,43,10.0,50,1.2703177280391647
noise_x_queries,nq=50,44,10.0,50,1.3422457318111425
noise_x_queries,nq=50,45,10.0,50,1.5304915372735342
noise_x_queries,nq=50,46,10.0,50,1.3121702681973157
noise_x_queries,nq=50,47,10.0,50,1.1676344555489708
noise_x_queries,nq=50,48,10.0,50,1.3984713449614974
noise_x_queries,nq=50,49,10.0,50,1.2765433929114236
