experiment,estimator,rmse,seed,response_noise
response_noise,rbf_paired,2.316902583077422,20,2.0
response_noise,rbf_unpaired,1.9001756287503957,20,2.0
response_noise,rbf_combined,1.6317669667113441,20,2.0
response_noise,rbf_paired,2.3601026211791556,21,2.0
response_noise,rbf_unpaired,2.0652597665821872,21,2.0
response_noise,rbf_combined,1.7077305084431629,21,2.0
response_noise,rbf_paired,2.4710025928317676,22,2.0
response_noise,rbf_unpaired,1.9631969875696638,22,2.0
response_noise,rbf_combined,1.7146737624631934,22,2.0
response_noise,rbf_paired,2.3268191384961048,23,2.0
response_noise,rbf_unpaired,1.751914664379462,23,2.0
response_noise,rbf_combined,1.5009131398761313,23,2.0
response_noise,rbf_paired,2.368113740937529,24,2.0
response_noise,rbf_unpaired,1.9093893284028076,24,2.0
response_noise,rbf_combined,1.6532213304737042,24,2.0
response_noise,rbf_paired,2.3938319487130553,25,2.0
response_noise,rbf_unpaired,1.8566108603846396,25,2.0
response_noise,rbf_combined,1.73751504250924,25,2.0
response_noise,rbf_paired,2.253933670829963,26,2.0
response_noise,rbf_unpaired,2.0016065195055135,26,2.0
response_noise,rbf_combined,1.6401351142473506,26,2.0
response_noise,rbf_paired,2.1444356095820756,27,2.0
response_noise,rbf_unpaired,1.6629358445647717,27,2.0
response_noise,rbf_combined,1.5043328920812957,27,2.0
response_noise,rbf_paired,2.3020746598953647,28,2.0
response_noise,rbf_unpaired,1.5587480189691103,28,2.0
response_noise,rbf_combined,1.4379211236677203,28,2.0
response_noise,rbf_paired,2.2091759814312324,29,2.0
response_noise,rbf_unpaired,1.8366527126209033,29,2.0
response_noise,rbf_combined,1.5217179494855064,29,2.0
response_noise,rbf_paired,2.3217371539702927,30,2.0
response_noise,rbf_unpaired,1.7663643237341178,30,2.0
response_noise,rbf_combined,1.6578723378789497,30,2.0
response_noise,rbf_paired,2.6399744932014904,31,2.0
response_noise,rbf_unpaired,2.0546463866580473,31,2.0
response_noise,rbf_combined,1.7603027535856455,31,2.0
response_noise,rbf_paired,2.1185955260025353,32,2.0
response_noise,rbf_unpaired,1.741262884054512,32,2.0
response_noise,rbf_combined,1.419200899571177,32,2.0
response_noise,rbf_paired,2.2518503843413566,33,2.0
response_noise,rbf_unpaired,1.94036801159455,33,2.0
response_noise,rbf_combined,1.598508972536711,33,2.0
response_noise,rbf_paired,2.3507218935285814,34,2.0
response_noise,rbf_unpaired,1.7562363494139848,34,2.0
response_noise,rbf_combined,1.6736291446338944,34,2.0
response_noise,rbf_paired,2.248576450819456,35,2.0
response_noise,rbf_unpaired,1.7375035977739668,35,2.0
response_noise,rbf_combined,1.5281252629138673,35,2.0
response_noise,rbf_paired,1.9478452771264538,36,2.0
response_noise,rbf_unpaired,1.4074033419061533,36,2.0
response_noise,rbf_combined,1.2912460679785014,36,2.0
response_noise,rbf_paired,2.1219461298589186,37,2.0
response_noise,rbf_unpaired,1.7327124419935467,37,2.0
response_noise,rbf_combined,1.4900477802396408,37,2.0
response_noise,rbf_paired,2.111214093911963,38,2.0
response_noise,rbf_unpaired,1.8120288549975463,38,2.0
response_noise,rbf_combined,1.4501086157676468,38,2.0
response_noise,rbf_paired,2.370096537346768,39,2.0
response_noise,rbf_unpaired,1.771637688613898,39,2.0
response_noise,rbf_combined,1.6579458592839498,39,2.0
response_noise,rbf_paired,2.4889938127420406,40,2.0
response_noise,rbf_unpaired,2.071491945807927,40,2.0
response_noise,rbf_combined,1.6980574433163529,40,2.0
response_noise,rbf_paired,2.6214133382717124,41,2.0
response_noise,rbf_unpaired,1.9280810005459563,41,2.0
response_noise,rbf_combined,1.7505079218535289,41,2.0
response_noise,rbf_paired,2.4972041502194773,42,2.0
response_noise,rbf_unpaired,1.938915088582302,42,2.0
response_noise,rbf_combined,1.6671633805056634,42,2.0
response_noise,rbf_paired,2.305002725045815,43,2.0
response_noise,rbf_unpaired,1.7254732553368797,43,2.0
response_noise,rbf_combined,1.5122801334717104,43,2.0
response_noise,rbf_paired,2.292094776966354,44,2.0
response_noise,rbf_unpaired,2.092385268658282,44,2.0
response_noise,rbf_combined,1.6130600870318081,44,2.0
response_noise,rbf_paired,2.583075515397998,45,2.0
response_noise,rbf_unpaired,2.154975505831267,45,2.0
response_noise,rbf_combined,2.0127356256839986,45,2.0
response_noise,rbf_paired,2.237000754827963,46,2.0
response_noise,rbf_unpaired,1.750552795457687,46,2.0
response_noise,rbf_combined,1.5887678550370805,46,2.0
response_noise,rbf_paired,2.021674166312917,47,2.0
response_noise,rbf_unpaired,2.0327393179904605,47,2.0
response_noise,rbf_combined,1.4276865045156688,47,2.0
response_noise,rbf_paired,2.4095502499163652,48,2.0
response_noise,rbf_unpaired,1.936262667191661,48,2.0
response_noise,rbf_combined,1.6690557968662711,48,2.0
response_noise,rbf_paired,2.27067691061069,49,2.0
response_noise,rbf_unpaired,1.670240192052044,49,2.0
response_noise,rbf_combined,1.4931374704293001,49,2.0
response_noise,rbf_paired,2.245678584954906,0,5.0
response_noise,rbf_unpaired,1.9098022884056962,0,5.0
response_noise,rbf_combined,1.72266506683029,0,5.0
response_noise,rbf_paired,2.4748224263651943,1,5.0
response_noise,rbf_unpaired,2.1349096276234314,1,5.0
response_noise,rbf_combined,1.9508592996823744,1,5.0
response_noise,rbf_paired,2.206450357089803,2,5.0
response_noise,rbf_unpaired,1.909281067724882,2,5.0
response_noise,rbf_combined,1.5742321240170665,2,5.0
response_noise,rbf_paired,2.3493263944699647,3,5.0
response_noise,rbf_unpaired,2.093573238295767,3,5.0
response_noise,rbf_combined,1.766874555581371,3,5.0
response_noise,rbf_paired,2.382438373681177,4,5.0
response_noise,rbf_unpaired,1.9942916704169553,4,5.0
response_noise,rbf_combined,1.772997965360838,4,5.0
response_noise,rbf_paired,2.3994582946778285,5,5.0
response_noise,rbf_unpaired,2.133410166213656,5,5.0
response_noise,rbf_combined,1.912035481134137,5,5.0
response_noise,rbf_paired,2.2698926814630784,6,5.0
response_noise,rbf_unpaired,1.9284139968778278,6,5.0
response_noise,rbf_combined,1.6856559357464052,6,5.0
response_noise,rbf_paired,1.9409423482822876,7,5.0
response_noise,rbf_unpaired,1.736904471529883,7,5.0
response_noise,rbf_combined,1.4389155058514274,7,5.0
response_noise,rbf_paired,2.4348318416372225,8,5.0
response_noise,rbf_unpaired,1.9837898993121508,8,5.0
response_noise,rbf_combined,1.9128375768843928,8,5.0
response_noise,rbf_paired,2.4301621972614376,9,5.0
response_noise,rbf_unpaired,2.1983989177493473,9,5.0
response_noise,rbf_combined,1.8323411740156876,9,5.0
response_noise,rbf_paired,2.5073073883588775,10,5.0
response_noise,rbf_unpaired,2.0611544705118097,10,5.0
response_noise,rbf_combined,1.8601437546913935,10,5.0
response_noise,rbf_paired,2.3430262360630536,11,5.0
response_noise,rbf_unpaired,2.2059092278042556,11,5.0
response_noise,rbf_combined,1.7560304515499268,11,5.0
response_noise,rbf_paired,2.4711170950824894,12,5.0
response_noise,rbf_unpaired,2.3754962233879215,12,5.0
response_noise,rbf_combined,1.8132003332624946,12,5.0
response_noise,rbf_paired,2.7180375811944497,13,5.0
response_noise,rbf_unpaired,2.3841892205372583,13,5.0
response_noise,rbf_combined,2.1167954742042614,13,5.0
response_noise,rbf_paired,2.4196397341265814,14,5.0
response_noise,rbf_unpaired,2.0115313567230513,14,5.0
response_noise,rbf_combined,1.861117058585803,14,5.0
response_noise,rbf_paired,2.2889053116172207,15,5.0
response_noise,rbf_unpaired,1.899151635909921,15,5.0
response_noise,rbf_combined,1.739608905101864,15,5.0
response_noise,rbf_paired,2.1305877739974464,16,5.0
response_noise,rbf_unpaired,1.9261703803809072,16,5.0
response_noise,rbf_combined,1.656395481715128,16,5.0
response_noise,rbf_paired,2.210841231749173,17,5.0
response_noise,rbf_unpaired,2.0296413678187823,17,5.0
response_noise,rbf_combined,1.8019924309317026,17,5.0
response_noise,rbf_paired,2.701137989392513,18,5.0
response_noise,rbf_unpaired,2.275617289067347,18,5.0
response_noise,rbf_combined,2.118596089954755,18,5.0
response_noise,rbf_paired,2.5361654692680213,19,5.0
response_noise,rbf_unpaired,2.2308502270568487,19,5.0
response_noise,rbf_combined,1.921083429253126,19,5.0
response_noise,rbf_paired,2.408256382484789,20,5.0
response_noise,rbf_unpaired,2.062235550502482,20,5.0
response_noise,rbf_combined,1.8490290222734742,20,5.0
response_noise,rbf_paired,2.382829922265021,21,5.0
response_noise,rbf_unpaired,2.2419659631535556,21,5.0
response_noise,rbf_combined,1.9410253734592522,21,5.0
response_noise,rbf_paired,2.5723157425174645,22,5.0
response_noise,rbf_unpaired,2.243404542208142,22,5.0
response_noise,rbf_combined,1.938060257023511,22,5.0
response_noise,rbf_paired,2.445220070882938,23,5.0
response_noise,rbf_unpaired,2.3135733610712172,23,5.0
response_noise,rbf_combined,1.737993020526543,23,5.0
response_noise,rbf_paired,2.4251893473634074,24,5.0
response_noise,rbf_unpaired,2.2347324983501404,24,5.0
response_noise,rbf_combined,1.8955272055578165,24,5.0
response_noise,rbf_paired,2.506668701084012,25,5.0
response_noise,rbf_unpaired,2.0214497435494128,25,5.0
response_noise,rbf_combined,1.9261509943191213,25,5.0
response_noise,rbf_paired,2.2822242382944404,26,5.0
response_noise,rbf_unpaired,2.185408642168132,26,5.0
response_noise,rbf_combined,1.841647495972842,26,5.0
response_noise,rbf_paired,2.214333473669194,27,5.0
response_noise,rbf_unpaired,1.8481234605668335,27,5.0
response_noise,rbf_combined,1.6859630534068524,27,5.0
response_noise,rbf_paired,2.342488098461672,28,5.0
response_noise,rbf_unpaired,2.056110090813138,28,5.0
response_noise,rbf_combined,1.681436632722882,28,5.0
response_noise,rbf_paired,2.2986947021655397,29,5.0
response_noise,rbf_unpaired,1.9509278481451537,29,5.0
response_noise,rbf_combined,1.7346222625293481,29,5.0
response_noise,rbf_paired,2.4293901486664193,30,5.0
response_noise,rbf_unpaired,2.163876699633402,30,5.0
response_noise,rbf_combined,1.877342520717727,30,5.0
response_noise,rbf_paired,2.716434103066456,31,5.0
response_noise,rbf_unpaired,2.4357237194754213,31,5.0
response_noise,rbf_combined,2.0475159288264266,31,5.0
response_noise,rbf_paired,2.165164810793277,32,5.0
response_noise,rbf_unpaired,1.926416957659617,32,5.0
response_noise,rbf_combined,1.6679820999397237,32,5.0
response_noise,rbf_paired,2.361200897861292,33,5.0
response_noise,rbf_unpaired,2.2971852594286712,33,5.0
response_noise,rbf_combined,1.8671000369177666,33,5.0
response_noise,rbf_paired,2.445830006301348,34,5.0
response_noise,rbf_unpaired,2.097558117325273,34,5.0
response_noise,rbf_combined,1.8583628731411974,34,5.0
response_noise,rbf_paired,2.3735517078454076,35,5.0
response_noise,rbf_unpaired,1.970293592070092,35,5.0
response_noise,rbf_combined,1.7559847639346962,35,5.0
response_noise,rbf_paired,2.031960371789717,36,5.0
response_noise,rbf_unpaired,1.7912546569306993,36,5.0
response_noise,rbf_combined,1.5185205319855584,36,5.0
response_noise,rbf_paired,2.203083432065548,37,5.0
response_noise,rbf_unpaired,1.9433280080192574,37,5.0
response_noise,rbf_combined,1.668197323661206,37,5.0
response_noise,rbf_paired,2.163912235665955,38,5.0
response_noise,rbf_unpaired,2.0553957355169907,38,5.0
response_noise,rbf_combined,1.6956221475452917,38,5.0
response_noise,rbf_paired,2.404823764095692,39,5.0
response_noise,rbf_unpaired,2.120273464307155,39,5.0
response_noise,rbf_combined,1.8503449300692516,39,5.0
response_noise,rbf_paired,2.542461146297174,40,5.0
response_noise,rbf_unpaired,2.2169864540985156,40,5.0
response_noise,rbf_combined,1.9228113606922448,40,5.0
response_noise,rbf_paired,2.7038838638790175,41,5.0
response_noise,rbf_unpaired,2.1232729446011764,41,5.0
response_noise,rbf_combined,1.9975565385019893,41,5.0
response_noise,rbf_paired,2.5379280657380785,42,5.0
response_noise,rbf_unpaired,2.2312759425936566,42,5.0
response_noise,rbf_combined,1.9327511136618554,42,5.0
response_noise,rbf_paired,2.5208052948416917,43,5.0
response_noise,rbf_unpaired,2.071659633047031,43,5.0
response_noise,rbf_combined,1.7247365414521114,43,5.0
response_noise,rbf_paired,2.3555555965225037,44,5.0
response_noise,rbf_unpaired,2.268196570049097,44,5.0
response_noise,rbf_combined,1.80707939103913,44,5.0
response_noise,rbf_paired,2.6576094891635464,45,5.0
response_noise,rbf_unpaired,2.316585692283082,45,5.0
response_noise,rbf_combined,2.108390115548521,45,5.0
response_noise,rbf_paired,2.3318237982161754,46,5.0
response_noise,rbf_unpaired,2.1350322676796463,46,5.0
response_noise,rbf_combined,1.8006524849175896,46,5.0
response_noise,rbf_paired,2.093696050513139,47,5.0
response_noise,rbf_unpaired,2.110033821684034,47,5.0
response_noise,rbf_combined,1.5959322780623035,47,5.0
response_noise,rbf_paired,2.4510000390464155,48,5.0
response_noise,rbf_unpaired,2.307274785579537,48,5.0
response_noise,rbf_combined,1.8889576510323356,48,5.0
response_noise,rbf_paired,2.2876627833856165,49,5.0
response_noise,rbf_unpaired,2.0443604131948785,49,5.0
response_noise,rbf_combined,1.750208380393064,49,5.0
response_noise,rbf_paired,2.2661865846333584,0,10.0
response_noise,rbf_unpaired,2.2047092742682532,0,10.0
response_noise,rbf_combined,2.017860176029662,0,10.0
response_noise,rbf_paired,2.4734423721485226,1,10.0
response_noise,rbf_unpaired,2.352059840730219,1,10.0
response_noise,rbf_combined,2.2162545863286485,1,10.0
response_noise,rbf_paired,2.2277574089724497,2,10.0
response_noise,rbf_unpaired,2.0850014457351884,2,10.0
response_noise,rbf_combined,1.8329645650434234,2,10.0
response_noise,rbf_paired,2.3605082403420785,3,10.0
response_noise,rbf_unpaired,2.3458142074323853,3,10.0
response_noise,rbf_combined,2.038480316241246,3,10.0
response_noise,rbf_paired,2.4018398884795458,4,10.0
response_noise,rbf_unpaired,2.311337316004771,4,10.0
response_noise,rbf_combined,2.060106011276867,4,10.0
response_noise,rbf_paired,2.4414575425396103,5,10.0
response_noise,rbf_unpaired,2.4279186054534736,5,10.0
response_noise,rbf_combined,2.241721502688615,5,10.0
response_noise,rbf_paired,2.307980704799012,6,10.0
response_noise,rbf_unpaired,2.1906877673813803,6,10.0
response_noise,rbf_combined,2.008830480542084,6,10.0
response_noise,rbf_paired,1.9359256116772845,7,10.0
response_noise,rbf_unpaired,1.91009887035735,7,10.0
response_noise,rbf_combined,1.70026123143463,7,10.0
response_noise,rbf_paired,2.4345931015278546,8,10.0
response_noise,rbf_unpaired,2.22506177505699,8,10.0
response_noise,rbf_combined,2.1720954668882917,8,10.0
response_noise,rbf_paired,2.4593395497632424,9,10.0
response_noise,rbf_unpaired,2.379237769433367,9,10.0
response_noise,rbf_combined,2.138680371349052,9,10.0
response_noise,rbf_paired,2.4891085133549717,10,10.0
response_noise,rbf_unpaired,2.369104041259996,10,10.0
response_noise,rbf_combined,2.1432991596943185,10,10.0
response_noise,rbf_paired,2.396220571024384,11,10.0
response_noise,rbf_unpaired,2.35915215861509,11,10.0
response_noise,rbf_combined,2.0305490227291902,11,10.0
response_noise,rbf_paired,2.4778164093607327,12,10.0
response_noise,rbf_unpaired,2.4079719068402827,12,10.0
response_noise,rbf_combined,2.0966600624079135,12,10.0
response_noise,rbf_paired,2.759257391449743,13,10.0
response_noise,rbf_unpaired,2.6630544299195757,13,10.0
response_noise,rbf_combined,2.37416134719189,13,10.0
response_noise,rbf_paired,2.440704544398562,14,10.0
response_noise,rbf_unpaired,2.2809528152701826,14,10.0
response_noise,rbf_combined,2.171793596740754,14,10.0
response_noise,rbf_paired,2.3430032071498457,15,10.0
response_noise,rbf_unpaired,2.25026307538551,15,10.0
response_noise,rbf_combined,2.032249175678377,15,10.0
response_noise,rbf_paired,2.1453522233627687,16,10.0
response_noise,rbf_unpaired,2.0889608069440717,16,10.0
response_noise,rbf_combined,1.9250716022093914,16,10.0
response_noise,rbf_paired,2.2381014011732034,17,10.0
response_noise,rbf_unpaired,2.21443010505809,17,10.0
response_noise,rbf_combined,2.0382200876604544,17,10.0
response_noise,rbf_paired,2.7450157031602838,18,10.0
response_noise,rbf_unpaired,2.583114092562647,18,10.0
response_noise,rbf_combined,2.411783414338068,18,10.0
response_noise,rbf_paired,2.5299990800128134,19,10.0
response_noise,rbf_unpaired,2.5318300229688036,19,10.0
response_noise,rbf_combined,2.2375529205843967,19,10.0
response_noise,rbf_paired,2.463206060647833,20,10.0
response_noise,rbf_unpaired,2.3100315995325906,20,10.0
response_noise,rbf_combined,2.1664844648543524,20,10.0
response_noise,rbf_paired,2.4035304869872234,21,10.0
response_noise,rbf_unpaired,2.321441660712603,21,10.0
response_noise,rbf_combined,2.1839891939836695,21,10.0
response_noise,rbf_paired,2.5892729358074176,22,10.0
response_noise,rbf_unpaired,2.5183510520931445,22,10.0
response_noise,rbf_combined,2.3127843001627015,22,10.0
response_noise,rbf_paired,2.447866935183587,23,10.0
response_noise,rbf_unpaired,2.5191176960424846,23,10.0
response_noise,rbf_combined,2.075236437208572,23,10.0
response_noise,rbf_paired,2.458358202755132,24,10.0
response_noise,rbf_unpaired,2.383988740834468,24,10.0
response_noise,rbf_combined,2.1880410660358844,24,10.0
response_noise,rbf_paired,2.5246684133013066,25,10.0
response_noise,rbf_unpaired,2.2976865992096065,25,10.0
response_noise,rbf_combined,2.122060469949776,25,10.0
response_noise,rbf_paired,2.292217347638923,26,10.0
response_noise,rbf_unpaired,2.275823276170144,26,10.0
response_noise,rbf_combined,2.068351411075877,26,10.0
response_noise,rbf_paired,2.2211304165241743,27,10.0
response_noise,rbf_unpaired,2.1430179523715047,27,10.0
response_noise,rbf_combined,1.9203042140094946,27,10.0
response_noise,rbf_paired,2.34515361907955,28,10.0
response_noise,rbf_unpaired,2.1575033939488977,28,10.0
response_noise,rbf_combined,1.9427573707369277,28,10.0
response_noise,rbf_paired,2.288589376913657,29,10.0
response_noise,rbf_unpaired,2.2056056893883635,29,10.0
response_noise,rbf_combined,2.0330243910924715,29,10.0
response_noise,rbf_paired,2.4325232351228046,30,10.0
response_noise,rbf_unpaired,2.4535460027902714,30,10.0
response_noise,rbf_combined,2.1847541030992925,30,10.0
response_noise,rbf_paired,2.7791618593478438,31,10.0
response_noise,rbf_unpaired,2.5985588257822956,31,10.0
response_noise,rbf_combined,2.372896369640227,31,10.0
response_noise,rbf_paired,2.186889889040846,32,10.0
response_noise,rbf_unpaired,2.1559232926951863,32,10.0
response_noise,rbf_combined,1.920616671648874,32,10.0
response_noise,rbf_paired,2.3275364106367262,33,10.0
response_noise,rbf_unpaired,2.3632979268254024,33,10.0
response_noise,rbf_combined,2.175609346837577,33,10.0
response_noise,rbf_paired,2.4483449569144575,34,10.0
response_noise,rbf_unpaired,2.3363689938825516,34,10.0
response_noise,rbf_combined,2.129053292382379,34,10.0
response_noise,rbf_paired,2.391922061153561,35,10.0
response_noise,rbf_unpaired,2.174719602955094,35,10.0
response_noise,rbf_combined,2.0108404765052894,35,10.0
response_noise,rbf_paired,2.042944162352299,36,10.0
response_noise,rbf_unpaired,2.0241050131844602,36,10.0
response_noise,rbf_combined,1.7768292845495137,36,10.0
response_noise,rbf_paired,2.2073887773823895,37,10.0
response_noise,rbf_unpaired,2.0831837179013797,37,10.0
response_noise,rbf_combined,1.946869995110868,37,10.0
response_noise,rbf_paired,2.141115375794198,38,10.0
response_noise,rbf_unpaired,2.15435406914245,38,10.0
response_noise,rbf_combined,1.9592224851112088,38,10.0
response_noise,rbf_paired,2.415162308963593,39,10.0
response_noise,rbf_unpaired,2.4164614089222876,39,10.0
response_noise,rbf_combined,2.1921596920976945,39,10.0
response_noise,rbf_paired,2.574306827394732,40,10.0
response_noise,rbf_unpaired,2.578663975561917,40,10.0
response_noise,rbf_combined,2.275674747881802,40,10.0
response_noise,rbf_paired,2.714396457069539,41,10.0
response_noise,rbf_unpaired,2.4591757922675392,41,10.0
response_noise,rbf_combined,2.281743874567857,41,10.0
response_noise,rbf_paired,2.5616667154175183,42,10.0
response_noise,rbf_unpaired,2.427297731166672,42,10.0
response_noise,rbf_combined,2.298672922194355,42,10.0
response_noise,rbf_paired,2.5509768338317587,43,10.0
response_noise,rbf_unpaired,2.39765072495839,43,10.0
response_noise,rbf_combined,2.0864411473427174,43,10.0
response_noise,rbf_paired,2.3784571497921467,44,10.0
response_noise,rbf_unpaired,2.3894184928233564,44,10.0
response_noise,rbf_combined,2.1202512021078057,44,10.0
response_noise,rbf_paired,2.6592277227892294,45,10.0
response_noise,rbf_unpaired,2.608599959305163,45,10.0
response_noise,rbf_combined,2.330539404962273,45,10.0
response_noise,rbf_paired,2.339211476926504,46,10.0
response_noise,rbf_unpaired,2.379552165706934,46,10.0
response_noise,rbf_combined,2.05174331054872,46,10.0
response_noise,rbf_paired,2.1324871706457076,47,10.0
response_noise,rbf_unpaired,2.1512207010918427,47,10.0
response_noise,rbf_combined,1.8703660605925516,47,10.0
response_noise,rbf_paired,2.4569872132213106,48,10.0
response_noise,rbf_unpaired,2.4410646139959384,48,10.0
response_noise,rbf_combined,2.1655773624778103,48,10.0
response_noise,rbf_paired,2.3115192375284055,49,10.0
response_noise,rbf_unpaired,2.236488693808499,49,10.0
response_noise,rbf_combined,2.058700321170457,49,10.0
