experiment,estimator,mae,seed,n_models
n_models,rbf_unpaired,1.2642036906204128,40,100
n_models,rbf_combined,1.1628352225594836,40,100
n_models,rbf_paired,1.7974833084685964,41,100
n_models,rbf_unpaired,1.368406454581613,41,100
n_models,rbf_combined,1.2531674716560113,41,100
n_models,rbf_paired,1.599618254705571,42,100
n_models,rbf_unpaired,1.2404436962876342,42,100
n_models,rbf_combined,1.1390448114397287,42,100
n_models,rbf_paired,1.525492980979506,43,100
n_models,rbf_unpaired,1.2508986480291553,43,100
n_models,rbf_combined,1.0546741994353543,43,100
n_models,rbf_paired,1.7219542552075997,44,100
n_models,rbf_unpaired,1.246781685672327,44,100
n_models,rbf_combined,1.1089433913094464,44,100
n_models,rbf_paired,1.9201980160750152,45,100
n_models,rbf_unpaired,1.5746910843395274,45,100
n_models,rbf_combined,1.4240299659738433,45,100
n_models,rbf_paired,1.5379408301457627,46,100
n_models,rbf_unpaired,1.1525350168769082,46,100
n_models,rbf_combined,1.107478982932987,46,100
n_models,rbf_paired,1.3606241682696574,47,100
n_models,rbf_unpaired,1.1707178286978792,47,100
n_models,rbf_combined,1.0002924234171402,47,100
n_models,rbf_paired,1.6763860225948561,48,100
n_models,rbf_unpaired,1.3869999710580665,48,100
n_models,rbf_combined,1.1682807407330194,48,100
n_models,rbf_paired,1.5638722054872503,49,100
n_models,rbf_unpaired,1.1822749982037646,49,100
n_models,rbf_combined,1.0498100137093627,49,100
n_models,rbf_paired,1.824099025877659,0,120
n_models,rbf_unpaired,1.8396294579619408,0,120
n_models,rbf_combined,1.8490268538647106,0,120
n_models,rbf_paired,1.8548943137536131,1,120
n_models,rbf_unpaired,1.8850266846041648,1,120
n_models,rbf_combined,1.8529730311697072,1,120
n_models,rbf_paired,1.797334399168833,2,120
n_models,rbf_unpaired,1.7794364173911903,2,120
n_models,rbf_combined,1.7971203744340432,2,120
n_models,rbf_paired,1.9826894830402588,3,120
n_models,rbf_unpaired,1.930261729302925,3,120
n_models,rbf_combined,1.9384467166639532,3,120
n_models,rbf_paired,1.9376539840406943,4,120
n_models,rbf_unpaired,1.9541028189239524,4,120
n_models,rbf_combined,1.9113729502396821,4,120
n_models,rbf_paired,2.0420454447652956,5,120
n_models,rbf_unpaired,2.0335289123300004,5,120
n_models,rbf_combined,2.048799513755092,5,120
n_models,rbf_paired,1.5970256300584527,6,120
n_models,rbf_unpaired,1.580873641606071,6,120
n_models,rbf_combined,1.5790330563237847,6,120
n_models,rbf_paired,1.6911067829404127,7,120
n_models,rbf_unpaired,1.6149513230473604,7,120
n_models,rbf_combined,1.6396905741674384,7,120
n_models,rbf_paired,2.0346579721247178,8,120
n_models,rbf_unpaired,2.0390313395095943,8,120
n_models,rbf_combined,1.9967225565575475,8,120
n_models,rbf_paired,1.8515650815478315,9,120
n_models,rbf_unpaired,1.7985370080514826,9,120
n_models,rbf_combined,1.790109654316485,9,120
n_models,rbf_paired,1.7353243828060345,10,120
n_models,rbf_unpaired,1.7434282768818938,10,120
n_models,rbf_combined,1.7525225150866242,10,120
n_models,rbf_paired,2.0356370212295105,11,120
n_models,rbf_unpaired,2.048565037388697,11,120
n_models,rbf_combined,2.0256841940020176,11,120
n_models,rbf_paired,1.8377750971178959,12,120
n_models,rbf_unpaired,1.7982706071221428,12,120
n_models,rbf_combined,1.8285205380165743,12,120
n_models,rbf_paired,1.7428022555426097,13,120
n_models,rbf_unpaired,1.7601294028488834,13,120
n_models,rbf_combined,1.7372352697148168,13,120
n_models,rbf_paired,2.063732177547499,14,120
n_models,rbf_unpaired,2.063768918934471,14,120
n_models,rbf_combined,2.0582974117437915,14,120
n_models,rbf_paired,1.8130922613924418,15,120
n_models,rbf_unpaired,1.8360834433803739,15,120
n_models,rbf_combined,1.8180487892594934,15,120
n_models,rbf_paired,1.669775007024916,16,120
n_models,rbf_unpaired,1.6907743253737446,16,120
n_models,rbf_combined,1.6732382953281468,16,120
n_models,rbf_paired,1.5246150264367848,17,120
n_models,rbf_unpaired,1.5047101290259874,17,120
n_models,rbf_combined,1.5153035173690128,17,120
n_models,rbf_paired,1.7877532929227133,18,120
n_models,rbf_unpaired,1.7364531257917855,18,120
n_models,rbf_combined,1.7496030748814417,18,120
n_models,rbf_paired,1.6969928352993755,19,120
n_models,rbf_unpaired,1.760054488837678,19,120
n_models,rbf_combined,1.7477719441897501,19,120
n_models,rbf_paired,1.9271280484728497,20,120
n_models,rbf_unpaired,1.950052657729009,20,120
n_models,rbf_combined,1.9320648495813464,20,120
n_models,rbf_paired,1.8194776136669455,21,120
n_models,rbf_unpaired,1.8175859244755643,21,120
n_models,rbf_combined,1.8158263927371185,21,120
n_models,rbf_paired,1.9854139685109233,22,120
n_models,rbf_unpaired,2.0073623038609343,22,120
n_models,rbf_combined,2.0226868770380686,22,120
n_models,rbf_paired,2.1155115634902306,23,120
n_models,rbf_unpaired,2.0960591217412237,23,120
n_models,rbf_combined,2.0581127347966843,23,120
n_models,rbf_paired,1.8533042477198054,24,120
n_models,rbf_unpaired,1.811754446014691,24,120
n_models,rbf_combined,1.7793441193820565,24,120
n_models,rbf_paired,1.905536398932227,25,120
n_models,rbf_unpaired,1.9471150202452137,25,120
n_models,rbf_combined,1.9635801004006301,25,120
n_models,rbf_paired,2.218940504583924,26,120
n_models,rbf_unpaired,2.2343550390148517,26,120
n_models,rbf_combined,2.2048931791562736,26,120
n_models,rbf_paired,2.104985963967268,27,120
n_models,rbf_unpaired,2.0945548096394124,27,120
n_models,rbf_combined,2.04572679526553,27,120
n_models,rbf_paired,2.104824368607255,28,120
n_models,rbf_unpaired,2.0560789261091865,28,120
n_models,rbf_combined,2.069611022041239,28,120
n_models,rbf_paired,1.9175807969163676,29,120
n_models,rbf_unpaired,1.9378562854665458,29,120
n_models,rbf_combined,1.945529025019502,29,120
n_models,rbf_paired,1.8691791997129308,30,120
n_models,rbf_unpaired,1.8353417187371464,30,120
n_models,rbf_combined,1.819220892965303,30,120
n_models,rbf_paired,1.897789728810012,31,120
n_models,rbf_unpaired,1.8842933240617612,31,120
n_models,rbf_combined,1.856484316132918,31,120
n_models,rbf_paired,1.8294500029283998,32,120
n_models,rbf_unpaired,1.8054666165010052,32,120
n_models,rbf_combined,1.827371584518013,32,120
n_models,rbf_paired,2.0919418965804186,33,120
n_models,rbf_unpaired,2.1240468389577933,33,120
n_models,rbf_combined,2.1568753374824534,33,120
n_models,rbf_paired,1.7292048648406546,34,120
n_models,rbf_unpaired,1.7326656200404902,34,120
n_models,rbf_combined,1.7341672943742221,34,120
n_models,rbf_paired,1.6602477910763918,35,120
n_models,rbf_unpaired,1.6752784521738837,35,120
n_models,rbf_combined,1.6531867630762302,35,120
n_models,rbf_paired,1.7069370447344292,36,120
n_models,rbf_unpaired,1.66698052011345,36,120
n_models,rbf_combined,1.670927493035508,36,120
n_models,rbf_paired,1.860553121141087,37,120
n_models,rbf_unpaired,1.8788449030713315,37,120
n_models,rbf_combined,1.8614713520450026,37,120
n_models,rbf_paired,1.6189657454286288,38,120
n_models,rbf_unpaired,1.5933152946017362,38,120
n_models,rbf_combined,1.5776409257379846,38,120
n_models,rbf_paired,1.8836106505794041,39,120
n_models,rbf_unpaired,1.8638018366255664,39,120
n_models,rbf_combined,1.8486809543715217,39,120
n_models,rbf_paired,2.052395349145066,40,120
n_models,rbf_unpaired,2.071847090363858,40,120
n_models,rbf_combined,2.039483799629119,40,120
n_models,rbf_paired,1.8731709955181646,41,120
n_models,rbf_unpaired,1.8840159491988344,41,120
n_models,rbf_combined,1.8488856240914697,41,120
n_models,rbf_paired,1.8741669654514395,42,120
n_models,rbf_unpaired,1.8991367442718479,42,120
n_models,rbf_combined,1.8933507468420803,42,120
n_models,rbf_paired,1.9059750076000646,43,120
n_models,rbf_unpaired,1.9291286444231488,43,120
n_models,rbf_combined,1.9673416555918788,43,120
n_models,rbf_paired,1.9546270670571835,44,120
n_models,rbf_unpaired,1.987055507115699,44,120
n_models,rbf_combined,1.9606151477696128,44,120
n_models,rbf_paired,1.993557947313492,45,120
n_models,rbf_unpaired,2.040161653337331,45,120
n_models,rbf_combined,2.0077561717709407,45,120
n_models,rbf_paired,2.019954726585193,46,120
n_models,rbf_unpaired,1.961467265070298,46,120
n_models,rbf_combined,1.9708937110068045,46,120
n_models,rbf_paired,1.705072594330031,47,120
n_models,rbf_unpaired,1.8139785253285006,47,120
n_models,rbf_combined,1.7649985823672656,47,120
n_models,rbf_paired,1.794178632125499,48,120
n_models,rbf_unpaired,1.7468683909192684,48,120
n_models,rbf_combined,1.7351144788833406,48,120
n_models,rbf_paired,2.0502124748047383,49,120
n_models,rbf_unpaired,2.0010283111934264,49,120
n_models,rbf_combined,2.012060727722353,49,120
n_models,rbf_paired,1.707614694418531,0,150
n_models,rbf_unpaired,1.6904524194078447,0,150
n_models,rbf_combined,1.670627356295661,0,150
n_models,rbf_paired,1.8142479743945212,1,150
n_models,rbf_unpaired,1.7874690837091847,1,150
n_models,rbf_combined,1.8012552438455003,1,150
n_models,rbf_paired,1.863866973469949,2,150
n_models,rbf_unpaired,1.8929951137500567,2,150
n_models,rbf_combined,1.8861009809683698,2,150
n_models,rbf_paired,1.9930922904858284,3,150
n_models,rbf_unpaired,1.9685788562447213,3,150
n_models,rbf_combined,1.9788140879498435,3,150
n_models,rbf_paired,1.9344517044732072,4,150
n_models,rbf_unpaired,1.942328474260837,4,150
n_models,rbf_combined,1.9127476960628738,4,150
n_models,rbf_paired,1.9288963986799825,5,150
n_models,rbf_unpaired,1.84295772449704,5,150
n_models,rbf_combined,1.8324352470185352,5,150
n_models,rbf_paired,2.0303405984848184,6,150
n_models,rbf_unpaired,2.0164192863524297,6,150
n_models,rbf_combined,2.0169895417349744,6,150
n_models,rbf_paired,1.6663247012922076,7,150
n_models,rbf_unpaired,1.624326656136107,7,150
n_models,rbf_combined,1.6360343477668604,7,150
n_models,rbf_paired,2.1562586324597,8,150
n_models,rbf_unpaired,2.166252105053365,8,150
n_models,rbf_combined,2.1535505811796667,8,150
n_models,rbf_paired,1.6459893123842744,9,150
n_models,rbf_unpaired,1.6443994056458686,9,150
n_models,rbf_combined,1.6404060637906892,9,150
n_models,rbf_paired,1.9619047409380812,10,150
n_models,rbf_unpaired,1.949571988043521,10,150
n_models,rbf_combined,1.9451405331999754,10,150
n_models,rbf_paired,2.0212819572394642,11,150
n_models,rbf_unpaired,2.040889226106971,11,150
n_models,rbf_combined,2.010907657205352,11,150
n_models,rbf_paired,1.6901344352798189,12,150
n_models,rbf_unpaired,1.7307801103593274,12,150
n_models,rbf_combined,1.7285742143383873,12,150
n_models,rbf_paired,1.983082248006908,13,150
n_models,rbf_unpaired,2.0001655704774146,13,150
n_models,rbf_combined,1.9610015769313724,13,150
n_models,rbf_paired,1.9371246840760687,14,150
n_models,rbf_unpaired,1.9566965602520179,14,150
n_models,rbf_combined,1.9637851459338633,14,150
n_models,rbf_paired,1.6865019919562387,15,150
n_models,rbf_unpaired,1.6637618820371505,15,150
n_models,rbf_combined,1.6828954397007339,15,150
n_models,rbf_paired,1.8327041901756131,16,150
n_models,rbf_unpaired,1.8177874282976054,16,150
n_models,rbf_combined,1.8489120070585998,16,150
n_models,rbf_paired,1.9087406961151043,17,150
n_models,rbf_unpaired,1.88939454642336,17,150
n_models,rbf_combined,1.9279610567516414,17,150
n_models,rbf_paired,1.8106243789171395,18,150
n_models,rbf_unpaired,1.8149570689127372,18,150
n_models,rbf_combined,1.8009822991535898,18,150
n_models,rbf_paired,1.8328533393359607,19,150
n_models,rbf_unpaired,1.8085266801391016,19,150
n_models,rbf_combined,1.8172003224534157,19,150
n_models,rbf_paired,1.950982255655367,20,150
n_models,rbf_unpaired,1.9880136058040783,20,150
n_models,rbf_combined,1.9610768872741358,20,150
n_models,rbf_paired,1.8404049688697768,21,150
n_models,rbf_unpaired,1.8358683418108335,21,150
n_models,rbf_combined,1.8361144704991885,21,150
n_models,rbf_paired,1.8552300795635486,22,150
n_models,rbf_unpaired,1.8395468775254886,22,150
n_models,rbf_combined,1.8825719210035345,22,150
n_models,rbf_paired,1.7662048374438482,23,150
n_models,rbf_unpaired,1.7567000905340067,23,150
n_models,rbf_combined,1.7420839907318901,23,150
n_models,rbf_paired,1.922958517410821,24,150
n_models,rbf_unpaired,1.9135426053611801,24,150
n_models,rbf_combined,1.8727530207759568,24,150
n_models,rbf_paired,1.7183777995422411,25,150
n_models,rbf_unpaired,1.7614501450801894,25,150
n_models,rbf_combined,1.7770278345428079,25,150
n_models,rbf_paired,1.935230501858941,26,150
n_models,rbf_unpaired,1.910757614624623,26,150
n_models,rbf_combined,1.8976637469224167,26,150
n_models,rbf_paired,1.6063664089777039,27,150
n_models,rbf_unpaired,1.607826534281739,27,150
n_models,rbf_combined,1.615742212546972,27,150
n_models,rbf_paired,1.703948807635855,28,150
n_models,rbf_unpaired,1.6901802457203643,28,150
n_models,rbf_combined,1.6996918866467425,28,150
n_models,rbf_paired,1.64344621579116,29,150
n_models,rbf_unpaired,1.5959090848188737,29,150
n_models,rbf_combined,1.6143975511832152,29,150
n_models,rbf_paired,1.782473974009346,30,150
n_models,rbf_unpaired,1.7737933811944817,30,150
n_models,rbf_combined,1.7700913628308317,30,150
n_models,rbf_paired,2.080759701476562,31,150
n_models,rbf_unpaired,2.100208420988836,31,150
n_models,rbf_combined,2.07603714742414,31,150
n_models,rbf_paired,1.9046851089821824,32,150
n_models,rbf_unpaired,1.9199959045482795,32,150
n_models,rbf_combined,1.8973904391896945,32,150
n_models,rbf_paired,1.6847754100178416,33,150
n_models,rbf_unpaired,1.7160971984612112,33,150
n_models,rbf_combined,1.7123064210808854,33,150
n_models,rbf_paired,1.549617046577318,34,150
n_models,rbf_unpaired,1.5324135655842366,34,150
n_models,rbf_combined,1.5433287200950065,34,150
n_models,rbf_paired,1.7418185881951056,35,150
n_models,rbf_unpaired,1.692242043725866,35,150
n_models,rbf_combined,1.7359445686888253,35,150
n_models,rbf_paired,1.8002594756936816,36,150
n_models,rbf_unpaired,1.7811218338187043,36,150
n_models,rbf_combined,1.7878604833125693,36,150
n_models,rbf_paired,1.9670486781954815,37,150
n_models,rbf_unpaired,1.9626076885013812,37,150
n_models,rbf_combined,1.9640423348209108,37,150
n_models,rbf_paired,1.7198354345327067,38,150
n_models,rbf_unpaired,1.6999418112066536,38,150
n_models,rbf_combined,1.701307506111566,38,150
n_models,rbf_paired,1.841454378873071,39,150
n_models,rbf_unpaired,1.807732673633969,39,150
n_models,rbf_combined,1.8074556970084454,39,150
n_models,rbf_paired,1.8888033708480882,40,150
n_models,rbf_unpaired,1.8469716252120738,40,150
n_models,rbf_combined,1.8739144202894809,40,150
n_models,rbf_paired,1.927714976015798,41,150
n_models,rbf_unpaired,1.9637902654975279,41,150
n_models,rbf_combined,1.9777596434708649,41,150
n_models,rbf_paired,1.8835891812089174,42,150
n_models,rbf_unpaired,1.870549252351266,42,150
n_models,rbf_combined,1.8594908476556489,42,150
n_models,rbf_paired,1.800469592825972,43,150
n_models,rbf_unpaired,1.7812084825931869,43,150
n_models,rbf_combined,1.8082167455870095,43,150
n_models,rbf_paired,2.007849351103433,44,150
n_models,rbf_unpaired,2.053759480508891,44,150
n_models,rbf_combined,2.0245361872610594,44,150
n_models,rbf_paired,1.972655661753793,45,150
n_models,rbf_unpaired,2.028572918989483,45,150
n_models,rbf_combined,2.042102915629689,45,150
n_models,rbf_paired,1.9549571575166422,46,150
n_models,rbf_unpaired,1.914040224318503,46,150
n_models,rbf_combined,1.8899448335339424,46,150
n_models,rbf_paired,1.6737245254136095,47,150
n_models,rbf_unpaired,1.6165209392370763,47,150
n_models,rbf_combined,1.6187849860027979,47,150
n_models,rbf_paired,1.899625421399439,48,150
n_models,rbf_unpaired,1.88782840223147,48,150
n_models,rbf_combined,1.8982977975314934,48,150
n_models,rbf_paired,1.7462679522255087,49,150
n_models,rbf_unpaired,1.7628413474304794,49,150
n_models,rbf_combined,1.7640314847019147,49,150
