row_id,system,task,model,vendor,harness,model_group,outcome
20241113_nebius-search-open-weight-models-11-24/django__django-11532,20241113_nebius-search-open-weight-models-11-24,django__django-11532,,Meta,Nebius AI,unknown:20241113_nebius-search-open-weight-models-11-24,0
20241113_nebius-search-open-weight-models-11-24/django__django-13810,20241113_nebius-search-open-weight-models-11-24,django__django-13810,,Meta,Nebius AI,unknown:20241113_nebius-search-open-weight-models-11-24,1
20241113_nebius-search-open-weight-models-11-24/django__django-13933,20241113_nebius-search-open-weight-models-11-24,django__django-13933,,Meta,Nebius AI,unknown:20241113_nebius-search-open-weight-models-11-24,1
20241113_nebius-search-open-weight-models-11-24/django__django-14034,20241113_nebius-search-open-weight-models-11-24,django__django-14034,,Meta,Nebius AI,unknown:20241113_nebius-search-open-weight-models-11-24,0
20241113_nebius-search-open-weight-models-11-24/django__django-14238,20241113_nebius-search-open-weight-models-11-24,django__django-14238,,Meta,Nebius AI,unknown:20241113_nebius-search-open-weight-models-11-24,1
20241113_nebius-search-open-weight-models-11-24/django__django-15525,20241113_nebius-search-open-weight-models-11-24,django__django-15525,,Meta,Nebius AI,unknown:20241113_nebius-search-open-weight-models-11-24,0
20241113_nebius-search-open-weight-models-11-24/django__django-15554,20241113_nebius-search-open-weight-models-11-24,django__django-15554,,Meta,Nebius AI,unknown:20241113_nebius-search-open-weight-models-11-24,0
20241113_nebius-search-open-weight-models-11-24/django__django-15695,20241113_nebius-search-open-weight-models-11-24,django__django-15695,,Meta,Nebius AI,unknown:20241113_nebius-search-open-weight-models-11-24,0
20241113_nebius-search-open-weight-models-11-24/django__django-16145,20241113_nebius-search-open-weight-models-11-24,django__django-16145,,Meta,Nebius AI,unknown:20241113_nebius-search-open-weight-models-11-24,1
20241113_nebius-search-open-weight-models-11-24/matplotlib__matplotlib-23299,20241113_nebius-search-open-weight-models-11-24,matplotlib__matplotlib-23299,,Meta,Nebius AI,unknown:20241113_nebius-search-open-weight-models-11-24,0
20241113_nebius-search-open-weight-models-11-24/pydata__xarray-3305,20241113_nebius-search-open-weight-models-11-24,pydata__xarray-3305,,Meta,Nebius AI,unknown:20241113_nebius-search-open-weight-models-11-24,1
20241113_nebius-search-open-weight-models-11-24/pylint-dev__pylint-6528,20241113_nebius-search-open-weight-models-11-24,pylint-dev__pylint-6528,,Meta,Nebius AI,unknown:20241113_nebius-search-open-weight-models-11-24,0
20241113_nebius-search-open-weight-models-11-24/sphinx-doc__sphinx-10466,20241113_nebius-search-open-weight-models-11-24,sphinx-doc__sphinx-10466,,Meta,Nebius AI,unknown:20241113_nebius-search-open-weight-models-11-24,0
20241113_nebius-search-open-weight-models-11-24/sphinx-doc__sphinx-9367,20241113_nebius-search-open-weight-models-11-24,sphinx-doc__sphinx-9367,,Meta,Nebius AI,unknown:20241113_nebius-search-open-weight-models-11-24,1
20241113_nebius-search-open-weight-models-11-24/sphinx-doc__sphinx-9673,20241113_nebius-search-open-weight-models-11-24,sphinx-doc__sphinx-9673,,Meta,Nebius AI,unknown:20241113_nebius-search-open-weight-models-11-24,0
20241113_nebius-search-open-weight-models-11-24/sympy__sympy-13647,20241113_nebius-search-open-weight-models-11-24,sympy__sympy-13647,,Meta,Nebius AI,unknown:20241113_nebius-search-open-weight-models-11-24,1
20241113_nebius-search-open-weight-models-11-24/sympy__sympy-14248,20241113_nebius-search-open-weight-models-11-24,sympy__sympy-14248,,Meta,Nebius AI,unknown:20241113_nebius-search-open-weight-models-11-24,0
20241113_nebius-search-open-weight-models-11-24/sympy__sympy-24661,20241113_nebius-search-open-weight-models-11-24,sympy__sympy-24661,,Meta,Nebius AI,unknown:20241113_nebius-search-open-weight-models-11-24,0
20241120_artemis_agent/astropy__astropy-14096,20241120_artemis_agent,astropy__astropy-14096,,,Artemis Agent v1,unknown:20241120_artemis_agent,0
20241120_artemis_agent/django__django-11099,20241120_artemis_agent,django__django-11099,,,Artemis Agent v1,unknown:20241120_artemis_agent,0
20241120_artemis_agent/django__django-11532,20241120_artemis_agent,django__django-11532,,,Artemis Agent v1,unknown:20241120_artemis_agent,1
20241120_artemis_agent/django__django-13810,20241120_artemis_agent,django__django-13810,,,Artemis Agent v1,unknown:20241120_artemis_agent,1
20241120_artemis_agent/django__django-13933,20241120_artemis_agent,django__django-13933,,,Artemis Agent v1,unknown:20241120_artemis_agent,1
20241120_artemis_agent/django__django-14034,20241120_artemis_agent,django__django-14034,,,Artemis Agent v1,unknown:20241120_artemis_agent,0
20241120_artemis_agent/django__django-14238,20241120_artemis_agent,django__django-14238,,,Artemis Agent v1,unknown:20241120_artemis_agent,0
20241120_artemis_agent/django__django-15525,20241120_artemis_agent,django__django-15525,,,Artemis Agent v1,unknown:20241120_artemis_agent,0
20241120_artemis_agent/django__django-15554,20241120_artemis_agent,django__django-15554,,,Artemis Agent v1,unknown:20241120_artemis_agent,0
20241120_artemis_agent/django__django-15695,20241120_artemis_agent,django__django-15695,,,Artemis Agent v1,unknown:20241120_artemis_agent,0
20241120_artemis_agent/django__django-16145,20241120_artemis_agent,django__django-16145,,,Artemis Agent v1,unknown:20241120_artemis_agent,1
20241120_artemis_agent/matplotlib__matplotlib-23299,20241120_artemis_agent,matplotlib__matplotlib-23299,,,Artemis Agent v1,unknown:20241120_artemis_agent,0
20241120_artemis_agent/pydata__xarray-3305,20241120_artemis_agent,pydata__xarray-3305,,,Artemis Agent v1,unknown:20241120_artemis_agent,1
20241120_artemis_agent/pylint-dev__pylint-6528,20241120_artemis_agent,pylint-dev__pylint-6528,,,Artemis Agent v1,unknown:20241120_artemis_agent,0
20241120_artemis_agent/sphinx-doc__sphinx-10466,20241120_artemis_agent,sphinx-doc__sphinx-10466,,,Artemis Agent v1,unknown:20241120_artemis_agent,1
20241120_artemis_agent/sphinx-doc__sphinx-9367,20241120_artemis_agent,sphinx-doc__sphinx-9367,,,Artemis Agent v1,unknown:20241120_artemis_agent,1
20241120_artemis_agent/sphinx-doc__sphinx-9673,20241120_artemis_agent,sphinx-doc__sphinx-9673,,,Artemis Agent v1,unknown:20241120_artemis_agent,0
20241120_artemis_agent/sympy__sympy-13647,20241120_artemis_agent,sympy__sympy-13647,,,Artemis Agent v1,unknown:20241120_artemis_agent,1
20241120_artemis_agent/sympy__sympy-14248,20241120_artemis_agent,sympy__sympy-14248,,,Artemis Agent v1,unknown:20241120_artemis_agent,0
20241120_artemis_agent/sympy__sympy-24661,20241120_artemis_agent,sympy__sympy-24661,,,Artemis Agent v1,unknown:20241120_artemis_agent,1
20241125_enginelabs/astropy__astropy-14096,20241125_enginelabs,astropy__astropy-14096,Claude 3.5 Sonnet,Anthropic,Engine Labs,Claude 3.5 Sonnet,1
20241125_enginelabs/django__django-11099,20241125_enginelabs,django__django-11099,Claude 3.5 Sonnet,Anthropic,Engine Labs,Claude 3.5 Sonnet,1
20241125_enginelabs/django__django-11532,20241125_enginelabs,django__django-11532,Claude 3.5 Sonnet,Anthropic,Engine Labs,Claude 3.5 Sonnet,1
20241125_enginelabs/django__django-13810,20241125_enginelabs,django__django-13810,Claude 3.5 Sonnet,Anthropic,Engine Labs,Claude 3.5 Sonnet,0
20241125_enginelabs/django__django-13933,20241125_enginelabs,django__django-13933,Claude 3.5 Sonnet,Anthropic,Engine Labs,Claude 3.5 Sonnet,1
20241125_enginelabs/django__django-14034,20241125_enginelabs,django__django-14034,Claude 3.5 Sonnet,Anthropic,Engine Labs,Claude 3.5 Sonnet,0
20241125_enginelabs/django__django-14238,20241125_enginelabs,django__django-14238,Claude 3.5 Sonnet,Anthropic,Engine Labs,Claude 3.5 Sonnet,1
20241125_enginelabs/django__django-15525,20241125_enginelabs,django__django-15525,Claude 3.5 Sonnet,Anthropic,Engine Labs,Claude 3.5 Sonnet,1
20241125_enginelabs/django__django-15554,20241125_enginelabs,django__django-15554,Claude 3.5 Sonnet,Anthropic,Engine Labs,Claude 3.5 Sonnet,0
20241125_enginelabs/django__django-15695,20241125_enginelabs,django__django-15695,Claude 3.5 Sonnet,Anthropic,Engine Labs,Claude 3.5 Sonnet,0
20241125_enginelabs/django__django-16145,20241125_enginelabs,django__django-16145,Claude 3.5 Sonnet,Anthropic,Engine Labs,Claude 3.5 Sonnet,1
20241125_enginelabs/matplotlib__matplotlib-23299,20241125_enginelabs,matplotlib__matplotlib-23299,Claude 3.5 Sonnet,Anthropic,Engine Labs,Claude 3.5 Sonnet,0
20241125_enginelabs/pydata__xarray-3305,20241125_enginelabs,pydata__xarray-3305,Claude 3.5 Sonnet,Anthropic,Engine Labs,Claude 3.5 Sonnet,1
20241125_enginelabs/pylint-dev__pylint-6528,20241125_enginelabs,pylint-dev__pylint-6528,Claude 3.5 Sonnet,Anthropic,Engine Labs,Claude 3.5 Sonnet,0
20241125_enginelabs/sphinx-doc__sphinx-10466,20241125_enginelabs,sphinx-doc__sphinx-10466,Claude 3.5 Sonnet,Anthropic,Engine Labs,Claude 3.5 Sonnet,0
20241125_enginelabs/sphinx-doc__sphinx-9367,20241125_enginelabs,sphinx-doc__sphinx-9367,Claude 3.5 Sonnet,Anthropic,Engine Labs,Claude 3.5 Sonnet,0
20241125_enginelabs/sphinx-doc__sphinx-9673,20241125_enginelabs,sphinx-doc__sphinx-9673,Claude 3.5 Sonnet,Anthropic,Engine Labs,Claude 3.5 Sonnet,0
20241125_enginelabs/sympy__sympy-13647,20241125_enginelabs,sympy__sympy-13647,Claude 3.5 Sonnet,Anthropic,Engine Labs,Claude 3.5 Sonnet,1
20241125_enginelabs/sympy__sympy-14248,20241125_enginelabs,sympy__sympy-14248,Claude 3.5 Sonnet,Anthropic,Engine Labs,Claude 3.5 Sonnet,0
20241125_enginelabs/sympy__sympy-24661,20241125_enginelabs,sympy__sympy-24661,Claude 3.5 Sonnet,Anthropic,Engine Labs,Claude 3.5 Sonnet,1
20241125_marscode-agent-dev/astropy__astropy-14096,20241125_marscode-agent-dev,astropy__astropy-14096,,,Bytedance MarsCode Agent,unknown:20241125_marscode-agent-dev,1
20241125_marscode-agent-dev/django__django-11099,20241125_marscode-agent-dev,django__django-11099,,,Bytedance MarsCode Agent,unknown:20241125_marscode-agent-dev,1
20241125_marscode-agent-dev/django__django-11532,20241125_marscode-agent-dev,django__django-11532,,,Bytedance MarsCode Agent,unknown:20241125_marscode-agent-dev,1
20241125_marscode-agent-dev/django__django-13810,20241125_marscode-agent-dev,django__django-13810,,,Bytedance MarsCode Agent,unknown:20241125_marscode-agent-dev,0
20241125_marscode-agent-dev/django__django-13933,20241125_marscode-agent-dev,django__django-13933,,,Bytedance MarsCode Agent,unknown:20241125_marscode-agent-dev,1
20241125_marscode-agent-dev/django__django-14034,20241125_marscode-agent-dev,django__django-14034,,,Bytedance MarsCode Agent,unknown:20241125_marscode-agent-dev,0
20241125_marscode-agent-dev/django__django-14238,20241125_marscode-agent-dev,django__django-14238,,,Bytedance MarsCode Agent,unknown:20241125_marscode-agent-dev,1
20241125_marscode-agent-dev/django__django-15525,20241125_marscode-agent-dev,django__django-15525,,,Bytedance MarsCode Agent,unknown:20241125_marscode-agent-dev,0
20241125_marscode-agent-dev/django__django-15554,20241125_marscode-agent-dev,django__django-15554,,,Bytedance MarsCode Agent,unknown:20241125_marscode-agent-dev,0
20241125_marscode-agent-dev/django__django-15695,20241125_marscode-agent-dev,django__django-15695,,,Bytedance MarsCode Agent,unknown:20241125_marscode-agent-dev,0
20241125_marscode-agent-dev/django__django-16145,20241125_marscode-agent-dev,django__django-16145,,,Bytedance MarsCode Agent,unknown:20241125_marscode-agent-dev,1
20241125_marscode-agent-dev/matplotlib__matplotlib-23299,20241125_marscode-agent-dev,matplotlib__matplotlib-23299,,,Bytedance MarsCode Agent,unknown:20241125_marscode-agent-dev,0
20241125_marscode-agent-dev/pydata__xarray-3305,20241125_marscode-agent-dev,pydata__xarray-3305,,,Bytedance MarsCode Agent,unknown:20241125_marscode-agent-dev,1
20241125_marscode-agent-dev/pylint-dev__pylint-6528,20241125_marscode-agent-dev,pylint-dev__pylint-6528,,,Bytedance MarsCode Agent,unknown:20241125_marscode-agent-dev,0
20241125_marscode-agent-dev/sphinx-doc__sphinx-10466,20241125_marscode-agent-dev,sphinx-doc__sphinx-10466,,,Bytedance MarsCode Agent,unknown:20241125_marscode-agent-dev,1
20241125_marscode-agent-dev/sphinx-doc__sphinx-9367,20241125_marscode-agent-dev,sphinx-doc__sphinx-9367,,,Bytedance MarsCode Agent,unknown:20241125_marscode-agent-dev,1
20241125_marscode-agent-dev/sphinx-doc__sphinx-9673,20241125_marscode-agent-dev,sphinx-doc__sphinx-9673,,,Bytedance MarsCode Agent,unknown:20241125_marscode-agent-dev,0
20241125_marscode-agent-dev/sympy__sympy-13647,20241125_marscode-agent-dev,sympy__sympy-13647,,,Bytedance MarsCode Agent,unknown:20241125_marscode-agent-dev,1
20241125_marscode-agent-dev/sympy__sympy-14248,20241125_marscode-agent-dev,sympy__sympy-14248,,,Bytedance MarsCode Agent,unknown:20241125_marscode-agent-dev,0
20241125_marscode-agent-dev/sympy__sympy-24661,20241125_marscode-agent-dev,sympy__sympy-24661,,,Bytedance MarsCode Agent,unknown:20241125_marscode-agent-dev,1
20241202_agentless-1.5_claude-3.5-sonnet-20241022/astropy__astropy-14096,20241202_agentless-1.5_claude-3.5-sonnet-20241022,astropy__astropy-14096,Claude 3.5 Sonnet,Anthropic,Agentless-1.5,Claude 3.5 Sonnet,1
20241202_agentless-1.5_claude-3.5-sonnet-20241022/django__django-11099,20241202_agentless-1.5_claude-3.5-sonnet-20241022,django__django-11099,Claude 3.5 Sonnet,Anthropic,Agentless-1.5,Claude 3.5 Sonnet,1
20241202_agentless-1.5_claude-3.5-sonnet-20241022/django__django-11532,20241202_agentless-1.5_claude-3.5-sonnet-20241022,django__django-11532,Claude 3.5 Sonnet,Anthropic,Agentless-1.5,Claude 3.5 Sonnet,1
20241202_agentless-1.5_claude-3.5-sonnet-20241022/django__django-13810,20241202_agentless-1.5_claude-3.5-sonnet-20241022,django__django-13810,Claude 3.5 Sonnet,Anthropic,Agentless-1.5,Claude 3.5 Sonnet,1
20241202_agentless-1.5_claude-3.5-sonnet-20241022/django__django-13933,20241202_agentless-1.5_claude-3.5-sonnet-20241022,django__django-13933,Claude 3.5 Sonnet,Anthropic,Agentless-1.5,Claude 3.5 Sonnet,1
20241202_agentless-1.5_claude-3.5-sonnet-20241022/django__django-14034,20241202_agentless-1.5_claude-3.5-sonnet-20241022,django__django-14034,Claude 3.5 Sonnet,Anthropic,Agentless-1.5,Claude 3.5 Sonnet,0
20241202_agentless-1.5_claude-3.5-sonnet-20241022/django__django-14238,20241202_agentless-1.5_claude-3.5-sonnet-20241022,django__django-14238,Claude 3.5 Sonnet,Anthropic,Agentless-1.5,Claude 3.5 Sonnet,1
20241202_agentless-1.5_claude-3.5-sonnet-20241022/django__django-15525,20241202_agentless-1.5_claude-3.5-sonnet-20241022,django__django-15525,Claude 3.5 Sonnet,Anthropic,Agentless-1.5,Claude 3.5 Sonnet,1
20241202_agentless-1.5_claude-3.5-sonnet-20241022/django__django-15554,20241202_agentless-1.5_claude-3.5-sonnet-20241022,django__django-15554,Claude 3.5 Sonnet,Anthropic,Agentless-1.5,Claude 3.5 Sonnet,0
20241202_agentless-1.5_claude-3.5-sonnet-20241022/django__django-15695,20241202_agentless-1.5_claude-3.5-sonnet-20241022,django__django-15695,Claude 3.5 Sonnet,Anthropic,Agentless-1.5,Claude 3.5 Sonnet,0
20241202_agentless-1.5_claude-3.5-sonnet-20241022/django__django-16145,20241202_agentless-1.5_claude-3.5-sonnet-20241022,django__django-16145,Claude 3.5 Sonnet,Anthropic,Agentless-1.5,Claude 3.5 Sonnet,1
20241202_agentless-1.5_claude-3.5-sonnet-20241022/matplotlib__matplotlib-23299,20241202_agentless-1.5_claude-3.5-sonnet-20241022,matplotlib__matplotlib-23299,Claude 3.5 Sonnet,Anthropic,Agentless-1.5,Claude 3.5 Sonnet,0
20241202_agentless-1.5_claude-3.5-sonnet-20241022/pydata__xarray-3305,20241202_agentless-1.5_claude-3.5-sonnet-20241022,pydata__xarray-3305,Claude 3.5 Sonnet,Anthropic,Agentless-1.5,Claude 3.5 Sonnet,1
20241202_agentless-1.5_claude-3.5-sonnet-20241022/pylint-dev__pylint-6528,20241202_agentless-1.5_claude-3.5-sonnet-20241022,pylint-dev__pylint-6528,Claude 3.5 Sonnet,Anthropic,Agentless-1.5,Claude 3.5 Sonnet,0
20241202_agentless-1.5_claude-3.5-sonnet-20241022/sphinx-doc__sphinx-10466,20241202_agentless-1.5_claude-3.5-sonnet-20241022,sphinx-doc__sphinx-10466,Claude 3.5 Sonnet,Anthropic,Agentless-1.5,Claude 3.5 Sonnet,1
20241202_agentless-1.5_claude-3.5-sonnet-20241022/sphinx-doc__sphinx-9367,20241202_agentless-1.5_claude-3.5-sonnet-20241022,sphinx-doc__sphinx-9367,Claude 3.5 Sonnet,Anthropic,Agentless-1.5,Claude 3.5 Sonnet,1
20241202_agentless-1.5_claude-3.5-sonnet-20241022/sphinx-doc__sphinx-9673,20241202_agentless-1.5_claude-3.5-sonnet-20241022,sphinx-doc__sphinx-9673,Claude 3.5 Sonnet,Anthropic,Agentless-1.5,Claude 3.5 Sonnet,1
20241202_agentless-1.5_claude-3.5-sonnet-20241022/sympy__sympy-13647,20241202_agentless-1.5_claude-3.5-sonnet-20241022,sympy__sympy-13647,Claude 3.5 Sonnet,Anthropic,Agentless-1.5,Claude 3.5 Sonnet,1
20241202_agentless-1.5_claude-3.5-sonnet-20241022/sympy__sympy-14248,20241202_agentless-1.5_claude-3.5-sonnet-20241022,sympy__sympy-14248,Claude 3.5 Sonnet,Anthropic,Agentless-1.5,Claude 3.5 Sonnet,0
20241202_agentless-1.5_claude-3.5-sonnet-20241022/sympy__sympy-24661,20241202_agentless-1.5_claude-3.5-sonnet-20241022,sympy__sympy-24661,Claude 3.5 Sonnet,Anthropic,Agentless-1.5,Claude 3.5 Sonnet,1
20241202_amazon-q-developer-agent-20241202-dev/astropy__astropy-14096,20241202_amazon-q-developer-agent-20241202-dev,astropy__astropy-14096,,,Amazon Q Developer Agent,unknown:20241202_amazon-q-developer-agent-20241202-dev,1
20241202_amazon-q-developer-agent-20241202-dev/django__django-11099,20241202_amazon-q-developer-agent-20241202-dev,django__django-11099,,,Amazon Q Developer Agent,unknown:20241202_amazon-q-developer-agent-20241202-dev,1
20241202_amazon-q-developer-agent-20241202-dev/django__django-11532,20241202_amazon-q-developer-agent-20241202-dev,django__django-11532,,,Amazon Q Developer Agent,unknown:20241202_amazon-q-developer-agent-20241202-dev,1
20241202_amazon-q-developer-agent-20241202-dev/django__django-13810,20241202_amazon-q-developer-agent-20241202-dev,django__django-13810,,,Amazon Q Developer Agent,unknown:20241202_amazon-q-developer-agent-20241202-dev,0
20241202_amazon-q-developer-agent-20241202-dev/django__django-13933,20241202_amazon-q-developer-agent-20241202-dev,django__django-13933,,,Amazon Q Developer Agent,unknown:20241202_amazon-q-developer-agent-20241202-dev,1
20241202_amazon-q-developer-agent-20241202-dev/django__django-14034,20241202_amazon-q-developer-agent-20241202-dev,django__django-14034,,,Amazon Q Developer Agent,unknown:20241202_amazon-q-developer-agent-20241202-dev,0
20241202_amazon-q-developer-agent-20241202-dev/django__django-14238,20241202_amazon-q-developer-agent-20241202-dev,django__django-14238,,,Amazon Q Developer Agent,unknown:20241202_amazon-q-developer-agent-20241202-dev,1
20241202_amazon-q-developer-agent-20241202-dev/django__django-15525,20241202_amazon-q-developer-agent-20241202-dev,django__django-15525,,,Amazon Q Developer Agent,unknown:20241202_amazon-q-developer-agent-20241202-dev,0
20241202_amazon-q-developer-agent-20241202-dev/django__django-15554,20241202_amazon-q-developer-agent-20241202-dev,django__django-15554,,,Amazon Q Developer Agent,unknown:20241202_amazon-q-developer-agent-20241202-dev,0
20241202_amazon-q-developer-agent-20241202-dev/django__django-15695,20241202_amazon-q-developer-agent-20241202-dev,django__django-15695,,,Amazon Q Developer Agent,unknown:20241202_amazon-q-developer-agent-20241202-dev,0
20241202_amazon-q-developer-agent-20241202-dev/django__django-16145,20241202_amazon-q-developer-agent-20241202-dev,django__django-16145,,,Amazon Q Developer Agent,unknown:20241202_amazon-q-developer-agent-20241202-dev,1
20241202_amazon-q-developer-agent-20241202-dev/matplotlib__matplotlib-23299,20241202_amazon-q-developer-agent-20241202-dev,matplotlib__matplotlib-23299,,,Amazon Q Developer Agent,unknown:20241202_amazon-q-developer-agent-20241202-dev,0
20241202_amazon-q-developer-agent-20241202-dev/pydata__xarray-3305,20241202_amazon-q-developer-agent-20241202-dev,pydata__xarray-3305,,,Amazon Q Developer Agent,unknown:20241202_amazon-q-developer-agent-20241202-dev,1
20241202_amazon-q-developer-agent-20241202-dev/pylint-dev__pylint-6528,20241202_amazon-q-developer-agent-20241202-dev,pylint-dev__pylint-6528,,,Amazon Q Developer Agent,unknown:20241202_amazon-q-developer-agent-20241202-dev,1
20241202_amazon-q-developer-agent-20241202-dev/sphinx-doc__sphinx-10466,20241202_amazon-q-developer-agent-20241202-dev,sphinx-doc__sphinx-10466,,,Amazon Q Developer Agent,unknown:20241202_amazon-q-developer-agent-20241202-dev,1
20241202_amazon-q-developer-agent-20241202-dev/sphinx-doc__sphinx-9367,20241202_amazon-q-developer-agent-20241202-dev,sphinx-doc__sphinx-9367,,,Amazon Q Developer Agent,unknown:20241202_amazon-q-developer-agent-20241202-dev,1
20241202_amazon-q-developer-agent-20241202-dev/sphinx-doc__sphinx-9673,20241202_amazon-q-developer-agent-20241202-dev,sphinx-doc__sphinx-9673,,,Amazon Q Developer Agent,unknown:20241202_amazon-q-developer-agent-20241202-dev,0
20241202_amazon-q-developer-agent-20241202-dev/sympy__sympy-13647,20241202_amazon-q-developer-agent-20241202-dev,sympy__sympy-13647,,,Amazon Q Developer Agent,unknown:20241202_amazon-q-developer-agent-20241202-dev,1
20241202_amazon-q-developer-agent-20241202-dev/sympy__sympy-14248,20241202_amazon-q-developer-agent-20241202-dev,sympy__sympy-14248,,,Amazon Q Developer Agent,unknown:20241202_amazon-q-developer-agent-20241202-dev,0
20241202_amazon-q-developer-agent-20241202-dev/sympy__sympy-24661,20241202_amazon-q-developer-agent-20241202-dev,sympy__sympy-24661,,,Amazon Q Developer Agent,unknown:20241202_amazon-q-developer-agent-20241202-dev,1
20241208_gru/astropy__astropy-14096,20241208_gru,astropy__astropy-14096,,,Gru,unknown:20241208_gru,1
20241208_gru/django__django-11099,20241208_gru,django__django-11099,,,Gru,unknown:20241208_gru,1
20241208_gru/django__django-11532,20241208_gru,django__django-11532,,,Gru,unknown:20241208_gru,1
20241208_gru/django__django-13810,20241208_gru,django__django-13810,,,Gru,unknown:20241208_gru,1
20241208_gru/django__django-13933,20241208_gru,django__django-13933,,,Gru,unknown:20241208_gru,1
20241208_gru/django__django-14034,20241208_gru,django__django-14034,,,Gru,unknown:20241208_gru,0
20241208_gru/django__django-14238,20241208_gru,django__django-14238,,,Gru,unknown:20241208_gru,1
20241208_gru/django__django-15525,20241208_gru,django__django-15525,,,Gru,unknown:20241208_gru,0
20241208_gru/django__django-15554,20241208_gru,django__django-15554,,,Gru,unknown:20241208_gru,0
20241208_gru/django__django-15695,20241208_gru,django__django-15695,,,Gru,unknown:20241208_gru,0
20241208_gru/django__django-16145,20241208_gru,django__django-16145,,,Gru,unknown:20241208_gru,1
20241208_gru/matplotlib__matplotlib-23299,20241208_gru,matplotlib__matplotlib-23299,,,Gru,unknown:20241208_gru,0
20241208_gru/pydata__xarray-3305,20241208_gru,pydata__xarray-3305,,,Gru,unknown:20241208_gru,1
20241208_gru/pylint-dev__pylint-6528,20241208_gru,pylint-dev__pylint-6528,,,Gru,unknown:20241208_gru,0
20241208_gru/sphinx-doc__sphinx-10466,20241208_gru,sphinx-doc__sphinx-10466,,,Gru,unknown:20241208_gru,1
20241208_gru/sphinx-doc__sphinx-9367,20241208_gru,sphinx-doc__sphinx-9367,,,Gru,unknown:20241208_gru,1
20241208_gru/sphinx-doc__sphinx-9673,20241208_gru,sphinx-doc__sphinx-9673,,,Gru,unknown:20241208_gru,0
20241208_gru/sympy__sympy-13647,20241208_gru,sympy__sympy-13647,,,Gru,unknown:20241208_gru,1
20241208_gru/sympy__sympy-14248,20241208_gru,sympy__sympy-14248,,,Gru,unknown:20241208_gru,0
20241208_gru/sympy__sympy-24661,20241208_gru,sympy__sympy-24661,,,Gru,unknown:20241208_gru,1
20241212_epam-ai-run-claude-3-5-sonnet/astropy__astropy-14096,20241212_epam-ai-run-claude-3-5-sonnet,astropy__astropy-14096,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,1
20241212_epam-ai-run-claude-3-5-sonnet/django__django-11099,20241212_epam-ai-run-claude-3-5-sonnet,django__django-11099,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,1
20241212_epam-ai-run-claude-3-5-sonnet/django__django-11532,20241212_epam-ai-run-claude-3-5-sonnet,django__django-11532,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,1
20241212_epam-ai-run-claude-3-5-sonnet/django__django-13810,20241212_epam-ai-run-claude-3-5-sonnet,django__django-13810,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,0
20241212_epam-ai-run-claude-3-5-sonnet/django__django-13933,20241212_epam-ai-run-claude-3-5-sonnet,django__django-13933,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,1
20241212_epam-ai-run-claude-3-5-sonnet/django__django-14034,20241212_epam-ai-run-claude-3-5-sonnet,django__django-14034,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,0
20241212_epam-ai-run-claude-3-5-sonnet/django__django-14238,20241212_epam-ai-run-claude-3-5-sonnet,django__django-14238,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,1
20241212_epam-ai-run-claude-3-5-sonnet/django__django-15525,20241212_epam-ai-run-claude-3-5-sonnet,django__django-15525,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,1
20241212_epam-ai-run-claude-3-5-sonnet/django__django-15554,20241212_epam-ai-run-claude-3-5-sonnet,django__django-15554,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,0
20241212_epam-ai-run-claude-3-5-sonnet/django__django-15695,20241212_epam-ai-run-claude-3-5-sonnet,django__django-15695,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,0
20241212_epam-ai-run-claude-3-5-sonnet/django__django-16145,20241212_epam-ai-run-claude-3-5-sonnet,django__django-16145,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,1
20241212_epam-ai-run-claude-3-5-sonnet/matplotlib__matplotlib-23299,20241212_epam-ai-run-claude-3-5-sonnet,matplotlib__matplotlib-23299,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,0
20241212_epam-ai-run-claude-3-5-sonnet/pydata__xarray-3305,20241212_epam-ai-run-claude-3-5-sonnet,pydata__xarray-3305,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,1
20241212_epam-ai-run-claude-3-5-sonnet/pylint-dev__pylint-6528,20241212_epam-ai-run-claude-3-5-sonnet,pylint-dev__pylint-6528,Claude 3.5 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 3.5 Sonnet,1
